0X0P+0,-INF,0X0P+0
0X1P+0,0X0P+0,0X0P+0
0X1P+1,0X1.34413509F79FFP-2,0X0P+0
0X1.8P+1,0X1.E8927964FD5FDP-2,0X1P+0
0X1P+2,0X1.34413509F79FFP-1,0X0P+0
0X1.4P+2,0X1.65DF657B04301P-1,0X0P+0
0X1.8P+2,0X1.8E69D7377A7FEP-1,0X1P+0
0X1.CP+2,0X1.B0B0B0B78CC3FP-1,0X0P+0
0X1P+3,0X1.CE61CF8EF36FEP-1,0X0P+0
0X1.2P+3,0X1.E8927964FD5FDP-1,0X0P+0
0X1.4P+3,0X1P+0,0X0P+0
0X1.6P+3,0X1.0A98B6050C56FP+0,0X0P+0
0X1.8P+3,0X1.144538DE3B27FP+0,0X0P+0
0X1.AP+3,0X1.1D2B643BC124FP+0,0X1P+0
0X1.CP+3,0X1.2568A59E4449FP+0,0X1P+0
0X1.EP+3,0X1.2D145116C17P+0,0X0P+0
0X1P+4,0X1.34413509F79FFP+0,0X0P+0
0X1.1P+4,0X1.3AFEB354B7D97P+0,0X0P+0
0X1.2P+4,0X1.415989F4FC97EP+0,0X0P+0
0X1.3P+4,0X1.475C655FBC11P+0,0X0P+0
0X1.4P+4,0X1.4D104D427DE8P+0,0X1P+0
0X1.5P+4,0X1.527CF6B505B9FP+0,0X1P+0
0X1.6P+4,0X1.57A903478A3EEP+0,0X0P+0
0X1.7P+4,0X1.5C9A3209BF97FP+0,0X0P+0
0X1.8P+4,0X1.61558620B90FEP+0,0X0P+0
0X1.9P+4,0X1.65DF657B04301P+0,0X0P+0
0X1.AP+4,0X1.6A3BB17E3F0CFP+0,0X0P+0
0X1.BP+4,0X1.6E6DDB0BBE07EP+0,0X0P+0
0X1.CP+4,0X1.7278F2E0C231FP+0,0X1P+0
0X1.DP+4,0X1.765FB716B63EAP+0,0X1P+0
0X1.EP+4,0X1.7A249E593F57FP+0,0X0P+0
0X1.FP+4,0X1.7DC9E145867E6P+0,0X0P+0
0X1P+5,0X1.8151824C7587FP+0,0X0P+0
0X1.08P+5,0X1.84BD545E4BAEEP+0,0X0P+0
0X1.1P+5,0X1.880F009735C17P+0,0X0P+0
0X1.18P+5,0X1.8B480B19487AP+0,0X1P+0
0X1.2P+5,0X1.8E69D7377A7FEP+0,0X1P+0
