-1.000000e+02,3.720000e-44,
-9.800000e+01,2.750000e-43,
-9.600000e+01,2.030000e-42,
-9.400000e+01,1.500000e-41,
-9.200000e+01,1.110000e-40,
-9.000000e+01,8.190000e-40,
-8.800000e+01,6.050000e-39,
-8.600000e+01,4.470000e-38,
-8.400000e+01,3.310000e-37,
-8.200000e+01,2.440000e-36,
-8.000000e+01,1.800000e-35,
-7.800000e+01,1.330000e-34,
-7.600000e+01,9.850000e-34,
-7.400000e+01,7.280000e-33,
-7.200000e+01,5.380000e-32,
-7.000000e+01,3.980000e-31,
-6.800000e+01,2.940000e-30,
-6.600000e+01,2.170000e-29,
-6.400000e+01,1.600000e-28,
-6.200000e+01,1.190000e-27,
-6.000000e+01,8.760000e-27,
-5.800000e+01,6.470000e-26,
-5.600000e+01,4.780000e-25,
-5.400000e+01,3.530000e-24,
-5.200000e+01,2.610000e-23,
-5.000000e+01,1.930000e-22,
-4.800000e+01,1.430000e-21,
-4.600000e+01,1.050000e-20,
-4.400000e+01,7.780000e-20,
-4.200000e+01,5.750000e-19,
-4.000000e+01,4.250000e-18,
-3.800000e+01,3.140000e-17,
-3.600000e+01,2.320000e-16,
-3.400000e+01,1.710000e-15,
-3.200000e+01,1.270000e-14,
-3.000000e+01,9.360000e-14,
-2.800000e+01,6.910000e-13,
-2.600000e+01,5.110000e-12,
-2.400000e+01,3.780000e-11,
-2.200000e+01,2.790000e-10,
-2.000000e+01,2.060000e-09,
-1.800000e+01,1.520000e-08,
-1.600000e+01,1.130000e-07,
-1.400000e+01,8.320000e-07,
-1.200000e+01,6.144210e-06,
-1.000000e+01,4.539990e-05,
-8.000000e+00,3.354630e-04,
-6.000000e+00,2.478752e-03,
-4.000000e+00,1.831564e-02,
-2.000000e+00,1.353353e-01,
0.000000e+00,1.000000e+00,
2.000000e+00,7.389056e+00,
4.000000e+00,5.459815e+01,
6.000000e+00,4.034288e+02,
8.000000e+00,2.980958e+03,
1.000000e+01,2.202647e+04,
1.200000e+01,1.630000e+05,
1.400000e+01,1.200000e+06,
1.600000e+01,8.890000e+06,
1.800000e+01,6.570000e+07,
5.074054e-321,1.000000e+00,
0.000000e+00,1.000000e+00,
2.200000e+01,3.580000e+09,
2.400000e+01,2.650000e+10,
2.600000e+01,1.960000e+11,
2.800000e+01,1.450000e+12,
3.000000e+01,1.070000e+13,
3.200000e+01,7.900000e+13,
3.400000e+01,5.830000e+14,
3.600000e+01,4.310000e+15,
3.800000e+01,3.190000e+16,
4.000000e+01,2.350000e+17,
4.200000e+01,1.740000e+18,
4.400000e+01,1.290000e+19,
4.600000e+01,9.500000e+19,
4.800000e+01,7.020000e+20,
5.000000e+01,5.180000e+21,
5.200000e+01,3.830000e+22,
5.400000e+01,2.830000e+23,
5.600000e+01,2.090000e+24,
5.800000e+01,1.550000e+25,
6.000000e+01,1.140000e+26,
6.200000e+01,8.440000e+26,
6.400000e+01,6.240000e+27,
6.600000e+01,4.610000e+28,
6.800000e+01,3.400000e+29,
7.000000e+01,2.520000e+30,
7.200000e+01,1.860000e+31,
7.400000e+01,1.370000e+32,
7.600000e+01,1.010000e+33,
7.800000e+01,7.500000e+33,
8.000000e+01,5.540000e+34,
8.200000e+01,4.090000e+35,
8.400000e+01,3.030000e+36,
8.600000e+01,2.240000e+37,
8.800000e+01,1.650000e+38,
9.000000e+01,1.220000e+39,
9.200000e+01,9.020000e+39,
9.400000e+01,6.660000e+40,
9.600000e+01,4.920000e+41,
9.800000e+01,3.640000e+42,
1.000000e+02,2.690000e+43,
0.000000e+00,1.000000e+00,
