-0X1.921FB54442D18P+1,-0X1.1A62633145C07P-53,0.04200000000000000260902410786912
-0X1.8A14D57B373DFP+1,-0X1.0130A1BE09389P-4,0.01099999999999999936162176084053
-0X1.8209F5B22BAA6P+1,-0X1.00AEB5DA15BEBP-3,0.00899999999999999931998839741709
-0X1.79FF15E92016EP+1,-0X1.7FC1C65037A77P-3,0.00899999999999999931998839741709
-0X1.71F4362014835P+1,-0X1.FD511FA1C0797P-3,0.00700000000000000014571677198205
-0X1.69E9565708EFCP+1,-0X1.3C6EF372FE952P-2,0.00800000000000000016653345369377
-0X1.61DE768DFD5C3P+1,-0X1.78F5A48A8A91DP-2,0.00899999999999999931998839741709
-0X1.59D396C4F1C8AP+1,-0X1.B3FF7C92581A1P-2,0.01000000000000000020816681711722
-0X1.51C8B6FBE6352P+1,-0X1.ED50D5CBFA95P-2,0.00700000000000000014571677198205
-0X1.49BDD732DAA19P+1,-0X1.1257E3C182B51P-1,0.00800000000000000016653345369377
-0X1.41B2F769CF0EP+1,-0X1.2CF2304755A5FP-1,0.00800000000000000016653345369377
-0X1.39A817A0C37A7P+1,-0X1.465C6FEB501BDP-1,0.00800000000000000016653345369377
-0X1.319D37D7B7E6EP+1,-0X1.5E7CF55112016P-1,0.00800000000000000016653345369377
-0X1.2992580EAC536P+1,-0X1.753B603D2B816P-1,0.00800000000000000016653345369377
-0X1.21877845A0BFCP+1,-0X1.8A80B635B6BEDP-1,0.00800000000000000016653345369377
-0X1.197C987C952C4P+1,-0X1.9E3779B97F4A9P-1,0.00899999999999999931998839741709
-0X1.1171B8B38998BP+1,-0X1.B04BBFF642E87P-1,0.00800000000000000016653345369377
-0X1.0966D8EA7E052P+1,-0X1.C0AB44E81C05BP-1,0.01000000000000000020816681711722
-0X1.015BF9217271AP+1,-0X1.CF457DCDC158CP-1,0.01099999999999999936162176084053
-0X1.F2A232B0CDBC1P+0,-0X1.DC0BA9DEF5AE6P-1,0.00700000000000000014571677198205
-0X1.E28C731EB695P+0,-0X1.E6F0E134455P-1,0.00700000000000000014571677198205
-0X1.D276B38C9F6DEP+0,-0X1.EFEA21D101EE1P-1,0.00700000000000000014571677198205
-0X1.C260F3FA8846CP+0,-0X1.F6EE5AC250AP-1,0.00700000000000000014571677198205
-0X1.B24B3468711FBP+0,-0X1.FBF675480D903P-1,0.00500000000000000010408340855861
-0X1.A23574D659F89P+0,-0X1.FEFD5BFE443FFP-1,0.00600000000000000012490009027033
-0X1.921FB54442D17P+0,-0X1P+0,0.02400000000000000049960036108132
-0X1.8209F5B22BAA6P+0,-0X1.FEFD5BFE443FEP-1,0.00600000000000000012490009027033
-0X1.71F4362014834P+0,-0X1.FBF675480D903P-1,0.01000000000000000020816681711722
-0X1.61DE768DFD5C2P+0,-0X1.F6EE5AC2509FFP-1,0.00700000000000000014571677198205
-0X1.51C8B6FBE6351P+0,-0X1.EFEA21D101EEP-1,0.00700000000000000014571677198205
-0X1.41B2F769CF0DFP+0,-0X1.E6F0E134454FFP-1,0.00700000000000000014571677198205
-0X1.319D37D7B7E6EP+0,-0X1.DC0BA9DEF5AE5P-1,0.00700000000000000014571677198205
-0X1.21877845A0BFCP+0,-0X1.CF457DCDC158BP-1,0.01200000000000000024980018054066
-0X1.1171B8B38998AP+0,-0X1.C0AB44E81C058P-1,0.00500000000000000010408340855861
