0X0P+0,0X0P+0,0.00100000000000000002081668171172
0X1.921FB54442D18P+0,0X1.D02967C31CDB4P+53,0.05199999999999999761302049705591
0X1.0C152382D7365P+0,0X1.BB67AE8584CA8P+0,0.00700000000000000014571677198205
0X1.0C152382D7365P-1,0X1.279A74590331BP-1,0.00600000000000000012490009027033
0X1.921FB54442D18P-1,0X1.FFFFFFFFFFFFFP-1,0.00500000000000000010408340855861
0X1.921FB54442D18P-2,0X1.A827999FCEF31P-2,0.00700000000000000014571677198205
0X1.41B2F769CF0EP-1,0X1.73FD61D9DF542P-1,0.00600000000000000012490009027033
0X1.41B2F769CF0EP-2,0X1.4CB7BFB4961AEP-2,0.00600000000000000012490009027033
0X1.0C152382D7365P-2,0X1.126145E9ECD55P-2,0.00600000000000000012490009027033
INF,-NAN,0.00100000000000000002081668171172
-INF,-NAN,0.00000000000000000000000000000000
-NAN,-NAN,0.00100000000000000002081668171172
0X1.0F0CF064DD592P+73,-0X1.A0F79C1B6B258P+0,0.02000000000000000041633363423443
