x,openlibm,matlab,maple,mpfr64,mpfr128,crlibm,intel-mkl,mathematica,
0.00000000000000000000,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,
0.01000000000000000021,0,0,0,0,0,0,0,0,
0.02000000000000000042,0,0,39,1,1,0,0,0,
0.02999999999999999889,0,0,34,0,0,0,0,0,
0.04000000000000000083,0,0,34,1,1,0,0,0,
0.05000000000000000278,0,0,6,0,0,0,0,0,
0.05999999999999999778,0,0,29,1,1,0,0,0,
0.07000000000000000666,0,0,14,1,1,0,0,0,
0.08000000000000000167,0,0,29,0,0,0,0,0,
0.08999999999999999667,0,0,24,0,0,0,0,0,
0.10000000000000000555,0,0,0,0,0,0,0,0,
0.11000000000000000056,0,0,0,0,0,0,0,0,
0.11999999999999999556,0,0,2,0,0,0,0,0,
0.13000000000000000444,0,0,2,1,1,0,0,1,
0.14000000000000001332,0,0,1,0,0,0,0,0,
0.14999999999999999445,0,0,7,1,1,0,0,0,
0.16000000000000000333,0,0,2,1,1,0,0,0,
0.17000000000000001221,0,1,1,0,0,1,1,1,
0.17999999999999999334,0,0,9,0,0,0,0,0,
0.19000000000000000222,0,0,0,1,1,0,0,0,
0.20000000000000001110,0,0,7,1,1,0,0,0,
0.20999999999999999223,0,0,6,1,1,0,0,1,
0.22000000000000000111,0,0,6,1,1,0,0,0,
0.23000000000000000999,0,0,0,1,1,0,0,0,
0.23999999999999999112,0,0,0,1,1,0,0,0,
0.25000000000000000000,0,0,4,0,0,0,0,0,
0.26000000000000000888,0,0,0,0,0,0,0,0,
0.27000000000000001776,0,0,6,1,1,0,0,0,
0.28000000000000002665,0,0,7,0,0,0,0,1,
0.28999999999999998002,0,0,8,1,1,0,0,0,
0.29999999999999998890,0,0,6,0,0,0,0,0,
0.30999999999999999778,0,0,3,0,0,0,0,0,
0.32000000000000000666,0,0,0,1,1,0,0,0,
0.33000000000000001554,0,0,9,1,1,0,0,0,
0.34000000000000002442,0,0,16,0,0,0,0,0,
0.35000000000000003331,0,0,6,0,0,0,0,0,
0.35999999999999998668,0,0,13,1,1,0,0,0,
0.36999999999999999556,0,0,0,0,0,0,0,0,
0.38000000000000000444,0,0,15,1,1,0,0,0,
0.39000000000000001332,0,0,14,0,0,0,0,0,
0.40000000000000002220,0,0,11,0,0,0,0,0,
0.41000000000000003109,0,0,9,0,0,0,0,0,
0.41999999999999998446,0,0,10,0,0,0,0,0,
0.42999999999999999334,0,0,8,1,1,0,0,0,
0.44000000000000000222,0,0,10,0,0,0,0,0,
0.45000000000000001110,0,0,6,0,0,0,0,0,
0.46000000000000001998,0,0,16,1,1,0,0,0,
0.47000000000000002887,0,0,10,0,0,0,0,0,
0.47999999999999998224,0,0,14,1,1,0,0,0,
0.48999999999999999112,0,0,6,1,1,0,0,1,
0.50000000000000000000,0,0,4,0,0,0,0,0,
0.51000000000000000888,0,0,11,1,1,0,0,0,
0.52000000000000001776,0,0,14,1,1,1,1,1,
0.53000000000000002665,0,0,1,0,0,0,0,0,
0.54000000000000003553,0,0,9,0,0,1,1,1,
0.55000000000000004441,0,0,2,1,1,0,0,0,
0.56000000000000005329,0,0,10,1,1,0,0,0,
0.57000000000000006217,0,0,19,1,1,1,1,1,
0.57999999999999996003,0,2,28,1,1,1,1,1,
0.58999999999999996891,0,0,30,1,1,0,0,0,
0.59999999999999997780,0,0,47181372601818481,1,1,1,1,47181372601818483,
0.60999999999999998668,0,0,47229867264827857,1,1,0,0,47229867264827871,
0.61999999999999999556,0,0,254430121907125,1,1,1,1,254430121907124,
0.63000000000000000444,0,0,250359064843709,1,1,0,0,250359064843714,
0.64000000000000001332,0,0,246416238128889,1,1,0,0,246416238128899,
0.65000000000000002220,0,0,242595677070956,1,1,1,1,242595677070985,
0.66000000000000003109,0,0,238891781270754,0,0,0,0,238891781270769,
0.67000000000000003997,0,0,235299287227897,1,1,1,1,235299287227908,
0.68000000000000004885,0,1,231813243382578,0,0,0,0,231813243382598,
0.69000000000000005773,0,0,228428987343655,1,1,0,0,228428987343678,
0.70000000000000006661,0,0,225142125082866,0,0,0,0,225142125082889,
0.70999999999999996447,0,0,221948511900054,1,1,0,0,221948511900059,
0.71999999999999997335,0,0,218844234985786,0,0,0,0,218844234985812,
0.72999999999999998224,0,0,215825597427487,1,1,0,0,215825597427507,
0.73999999999999999112,0,0,212889103520986,0,0,0,0,212889103520990,
0.75000000000000000000,0,0,212238691569635,2,2,1,1,212238691569664,
0.76000000000000000888,0,0,414498979862790,0,0,0,0,414498979862786,
0.77000000000000001776,0,0,409080537208758,1,1,0,0,409080537208804,
0.78000000000000002665,0,0,403801931230201,0,0,1,1,403801931230209,
0.79000000000000003553,0,0,398657817555414,1,1,0,0,398657817555456,
0.80000000000000004441,0,0,393643120730344,0,0,0,0,393643120730384,
0.81000000000000005329,0,0,388753017513922,1,1,0,0,388753017513950,
0.82000000000000006217,0,0,383982921403806,0,0,0,0,383982921403823,
0.83000000000000007105,0,0,379328468287481,0,0,0,0,379328468287501,
0.83999999999999996891,0,0,374785503124561,1,1,0,0,374785503124566,
0.84999999999999997780,0,0,370350067574649,1,1,1,1,370350067574675,
0.85999999999999998668,0,0,366018388493768,1,1,0,0,366018388493788,
