x,newlib,openlibm,mpfr64,mpfr128,crlibm,libmcr,
0.000000e+00,1.500000e+01,1.500000e+01,2.100000e+01,2.000000e+01,1.000000e+00,2.000000e+00,
-0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,
