a^m/a^n=a^(m-n),0000000000000000,4014000000000000,3ff0000000000000,fff8000000000000,0.000000,0000000000000000,0.000000
a^m/a^n=a^(m-n),4000000000000000,c000000000000000,3fe0000000000000,3fc6a09e667f3bcc,0.000000,3fc6a09e667f3bcc,0.000000
a^m/a^n=a^(m-n),4000000000000000,0000000000000000,4010000000000000,3fb0000000000000,0.000000,3fb0000000000000,0.000000
a^m/a^n=a^(m-n),c000000000000000,4014000000000000,4059000000000000,ba00000000000000,0.000000,ba00000000000000,0.000000
a^m/a^n=a^(m-n),c000000000000000,4059000000000000,c059000000000000,4c70000000000000,0.000000,4c70000000000000,0.000000
a^m/a^n=a^(m-n),4020000000000000,4020000000000000,bfa999999999999a,4171c0cbeb32bdf9,0.000000,4171c0cbeb32be00,0.000000
a^m/a^n=a^(m-n),bb5e392010175ee6,c059000000000000,4018000000000000,7ff0000000000000,0.000000,7ff0000000000000,0.000000
a^m/a^n=a^(m-n),4480f0cf064dd592,4008000000000000,4018000000000000,323af5bf109550f2,0.000000,323af5bf109550f2,0.000000
a^m/a^n=a^(m-n),0010000000000000,4008000000000000,4018000000000000,fff8000000000000,0.000000,7ff0000000000000,0.000000
a^m/a^n=a^(m-n),7fefffffffffffff,4008000000000000,4018000000000000,fff8000000000000,0.000000,0000000000000000,0.000000
