(a*b)^n=a^n*b^n,0000000000000000,4014000000000000,3ff0000000000000,0000000000000000,0.000000,0000000000000000,0.000000
(a*b)^n=a^n*b^n,4000000000000000,c000000000000000,3fe0000000000000,fff8000000000000,0.000000,fff8000000000000,0.000000
(a*b)^n=a^n*b^n,4000000000000000,0000000000000000,4010000000000000,0000000000000000,0.000000,0000000000000000,0.000000
(a*b)^n=a^n*b^n,c000000000000000,4014000000000000,4059000000000000,54b249ad2594c37d,0.000000,54b249ad2594c37d,0.000000
(a*b)^n=a^n*b^n,c000000000000000,4480f0cf064dd592,c059000000000000,0000000000000000,0.000000,0000000000000000,0.000000
(a*b)^n=a^n*b^n,4020000000000000,4020000000000000,bfa999999999999a,3fe9fdf8bcce533e,0.000000,3fe9fdf8bcce533d,0.000000
(a*b)^n=a^n*b^n,bb5e392010175ee6,bb282db34012b251,4018000000000000,07e0e7c9eebc4449,0.000000,07e0e7c9eebc444a,0.000000
(a*b)^n=a^n*b^n,4480f0cf064dd592,4008000000000000,4018000000000000,5bf00c2df87ea035,0.000000,5bf00c2df87ea035,0.000000
(a*b)^n=a^n*b^n,0010000000000000,4008000000000000,4018000000000000,0000000000000000,0.000000,0000000000000000,0.000000
(a*b)^n=a^n*b^n,7fefffffffffffff,4008000000000000,4018000000000000,7ff0000000000000,0.000000,7ff0000000000000,0.000000
