x,y,newlib,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.000000e+00,0.000000e+00,4592749263808340288,4592749263808340288,17003793116335064,9197998721105645144,4592749263808340288,4592749263808340288,4592749263808340288,not_finite,
2.225074e-308,-2.225074e-308,3619319908366942,3619319908366942,9214118234502976652,3619319908366940,3619319908366942,3619319908366942,3619319908366942,9214118234502976652,
2.225074e-308,2.225074e-308,884279719003555,884279719003555,9891478973744547,9216853274692340039,884279719003555,884279719003555,884279719003555,884279719003555,
-2.225074e-308,-2.225074e-308,4503599627370496,4503599627370496,9220472594600706980,9220472594600706980,4503599627370497,4503599627370497,4503599627370496,4503599627370496,
-2.225074e-308,2.225074e-308,9196988115712498222,9196988115712498222,20749438698845372,4591738658415193366,9196988115712498223,9196988115712498223,9196988115712498222,20749438698845372,
