x,newlib,openlibm,matlab,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,
0.000000e+00,1.500000e+01,1.500000e+01,3.147016e-317,2.100000e+01,2.000000e+01,1.000000e+00,1.797693e+308,2.000000e+00,
-0.000000e+00,0.000000e+00,1.000000e+00,3.147016e-317,0.000000e+00,1.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
