sin(2*x)=2*sin(x)*cos(x),0000000000000000,none,0000000000000000,0.000000,0000000000000000,0.000000
sin(2*x)=2*sin(x)*cos(x),3ff921fb54442d18,none,3ca1a62633145c07,0.000000,3ca1a62633145c07,0.000000
sin(2*x)=2*sin(x)*cos(x),3ff0c152382d7365,none,3febb67ae8584cab,0.000000,3febb67ae8584cac,0.000000
sin(2*x)=2*sin(x)*cos(x),3fe0c152382d7365,none,3febb67ae8584caa,0.000000,3febb67ae8584caa,0.000000
sin(2*x)=2*sin(x)*cos(x),3fe921fb54442d18,none,3ff0000000000000,0.000000,3ff0000000000000,0.000000
sin(2*x)=2*sin(x)*cos(x),3fd921fb54442d18,none,3fe6a09e667f3bcc,0.000000,3fe6a09e667f3bcd,0.000000
sin(2*x)=2*sin(x)*cos(x),3fd0c152382d7365,none,3fdfffffffffffff,0.000000,3fdfffffffffffff,0.000000
sin(2*x)=2*sin(x)*cos(x),4480f0cf064dd592,none,bfec895d666cb5d5,0.000000,bfec895d666cb5d5,0.000000
sin(2*x)=2*sin(x)*cos(x),0010000000000000,none,0020000000000000,0.000000,0020000000000000,0.000000
sin(2*x)=2*sin(x)*cos(x),7fefffffffffffff,none,fff8000000000000,0.000000,bf8452ec33014359,0.000000
