x,y,newlib,openlibm,matlab,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,mathematica,
0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,6.901215e-310,0.000000e+00,1.000000e+00,0.000000e+00,not_finite,1.000000e+00,0.000000e+00,
8.000000e+00,-0.000000e+00,1.000000e+00,0.000000e+00,6.901215e-310,0.000000e+00,0.000000e+00,0.000000e+00,not_finite,0.000000e+00,0.000000e+00,
1.100000e+01,-0.000000e+00,0.000000e+00,0.000000e+00,6.901215e-310,0.000000e+00,0.000000e+00,0.000000e+00,not_finite,0.000000e+00,0.000000e+00,
