log(exp(x))=x,0.,None,0.,0.
log(exp(x))=x,2.00000000000000000000000000000000000000000000000000000000000000000000000000000000,None,2.000000000000000000000000,2.00000000000000000000000000000000000000000000000000000000000000000000000000000000
log(exp(x))=x,-2.00000000000000000000000000000000000000000000000000000000000000000000000000000000,None,-2.000000000000000000000000,-2.00000000000000000000000000000000000000000000000000000000000000000000000000000000
log(exp(x))=x,2.71828182845904550000000000000000000000000000000000000000000000000000000000000000,None,2.718281828459045500000000,2.71828182845904550000000000000000000000000000000000000000000000000000000000000000
log(exp(x))=x,-.100000000000000000000000000000000000000000000000000000000000000000000000000000000e-21,None,-.1000000000000000000000050e-21,-.100000000000000000000000000000000000000000000000000000000000000000000000000000000e-21
log(exp(x))=x,10000000000000000000000.0000000000000000000000000000000000000000000000000000000000,None,infinity,10000000000000000000000.0000000000000000000000000000000000000000000000000000000000
log(exp(x))=x,.222507385850720140000000000000000000000000000000000000000000000000000000000000000e-307,None,0.,.222507385850720140000000000000000000000000000000000000000000000000000000000000000e-307
log(exp(x))=x,-.222507385850720140000000000000000000000000000000000000000000000000000000000000000e-307,None,0.,-.222507385850720140000000000000000000000000000000000000000000000000000000000000000e-307
log(exp(x))=x,.179769313486231570000000000000000000000000000000000000000000000000000000000000000e309,None,infinity,.179769313486231570000000000000000000000000000000000000000000000000000000000000000e309
log(exp(x))=x,-.179769313486231570000000000000000000000000000000000000000000000000000000000000000e309,None,-infinity,-.179769313486231570000000000000000000000000000000000000000000000000000000000000000e309
