(a*b)^n=(a^n)*(b^n),0.,5.00000000000000000000000000000000000000000000000000000000000000000000000000000000,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000,0.,0.
(a*b)^n=(a^n)*(b^n),2.00000000000000000000000000000000000000000000000000000000000000000000000000000000,-2.00000000000000000000000000000000000000000000000000000000000000000000000000000000,.500000000000000000000000000000000000000000000000000000000000000000000000000000000,2.000000000000000000000000*I,2.000000000000000000000001*I
(a*b)^n=(a^n)*(b^n),2.00000000000000000000000000000000000000000000000000000000000000000000000000000000,0.,4.00000000000000000000000000000000000000000000000000000000000000000000000000000000,0.,0.
(a*b)^n=(a^n)*(b^n),-2.00000000000000000000000000000000000000000000000000000000000000000000000000000000,5.00000000000000000000000000000000000000000000000000000000000000000000000000000000,100.000000000000000000000000000000000000000000000000000000000000000000000000000000,.1000000000000000000000000e101,.9999999999999999999999999e100
(a*b)^n=(a^n)*(b^n),-2.00000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000.0000000000000000000000000000000000000000000000000000000000,-100.000000000000000000000000000000000000000000000000000000000000000000000000000000,.7888609052210118054117286e-2230,.7888609052210118054117286e-2230
(a*b)^n=(a^n)*(b^n),8.00000000000000000000000000000000000000000000000000000000000000000000000000000000,8.00000000000000000000000000000000000000000000000000000000000000000000000000000000,-.500000000000000030000000000000000000000000000000000000000000000000000000000000000e-1,.8122523963562355124755211,.8122523963562355124755212
(a*b)^n=(a^n)*(b^n),-.100000000000000000000000000000000000000000000000000000000000000000000000000000000e-21,-.999999999999999960000000000000000000000000000000000000000000000000000000000000000e-23,6.00000000000000000000000000000000000000000000000000000000000000000000000000000000,.9999999999999997600000000e-270,.9999999999999997600000000e-270
(a*b)^n=(a^n)*(b^n),10000000000000000000000.0000000000000000000000000000000000000000000000000000000000,3.00000000000000000000000000000000000000000000000000000000000000000000000000000000,6.00000000000000000000000000000000000000000000000000000000000000000000000000000000,.7290000000000000000000000e135,.7290000000000000000000000e135
(a*b)^n=(a^n)*(b^n),.222507385850720140000000000000000000000000000000000000000000000000000000000000000e-307,3.00000000000000000000000000000000000000000000000000000000000000000000000000000000,6.00000000000000000000000000000000000000000000000000000000000000000000000000000000,.8846961081628440740898042e-1843,.8846961081628440740898040e-1843
(a*b)^n=(a^n)*(b^n),.179769313486231570000000000000000000000000000000000000000000000000000000000000000e309,3.00000000000000000000000000000000000000000000000000000000000000000000000000000000,6.00000000000000000000000000000000000000000000000000000000000000000000000000000000,.2460485940782869404476970e1853,.2460485940782869404476970e1853
