x,y,newlib,openlibm,matlab,mpfr64,mpfr128,intel-mkl,mathematica,
-1.00000000000000000000,           -1.000000,1,1,1,0,0,1,1,
-0.80000000000000004441,           -1.000000,0,0,0,0,0,0,0,
-0.59999999999999997780,           -1.000000,1,1,1,0,0,1,1,
-0.39999999999999991118,           -1.000000,1,1,1,0,0,1,1,
-0.19999999999999995559,           -1.000000,0,0,0,0,0,0,0,
0.00000000000000000000,           -1.000000,0,0,0,0,0,0,0,
0.20000000000000017764,           -1.000000,0,0,0,0,0,0,0,
0.40000000000000013323,           -1.000000,0,0,0,0,0,0,0,
0.60000000000000008882,           -1.000000,1,1,1,0,0,1,1,
0.80000000000000004441,           -1.000000,1,1,1,0,0,1,1,
1.00000000000000000000,           -1.000000,0,0,0,0,0,0,0,
-1.00000000000000000000,           -0.800000,0,0,0,0,0,0,9226495575756062281,
-0.80000000000000004441,           -0.800000,1,1,1,0,0,1,249177910022306,
-0.59999999999999997780,           -0.800000,1,1,1,0,0,1,319523761120143,
-0.39999999999999991118,           -0.800000,0,0,1,0,0,0,404994077323343,
-0.19999999999999995559,           -0.800000,0,0,1,0,0,0,492398691577692,
0.00000000000000000000,           -0.800000,0,0,0,0,0,0,9227961670196105763,
0.20000000000000017764,           -0.800000,1,1,1,0,0,1,551642907985935,
0.40000000000000013323,           -0.800000,0,0,0,0,0,0,492398691577692,
0.60000000000000008882,           -0.800000,1,1,1,0,0,1,404994077323343,
0.80000000000000004441,           -0.800000,0,0,0,0,0,0,319523761120142,
1.00000000000000000000,           -0.800000,1,1,1,0,0,1,249177910022306,
-1.00000000000000000000,           -0.600000,1,1,1,0,0,1,9224175373410069238,
-0.80000000000000004441,           -0.600000,1,1,1,0,0,1,9226425229904964445,
-0.59999999999999997780,           -0.600000,1,1,1,0,0,1,551642907985935,
-0.39999999999999991118,           -0.600000,1,1,1,0,0,1,764019046012400,
-0.19999999999999995559,           -0.600000,1,1,1,0,0,1,1044041599563627,
0.00000000000000000000,           -0.600000,0,0,0,0,0,0,9227189248950976843,
0.20000000000000017764,           -0.600000,1,1,1,0,0,1,9227064277427204727,
0.40000000000000013323,           -0.600000,1,1,0,0,0,0,1324064153114854,
0.60000000000000008882,           -0.600000,1,1,1,0,0,1,1044041599563627,
0.80000000000000004441,           -0.600000,0,0,0,0,0,0,764019046012399,
1.00000000000000000000,           -0.600000,0,0,0,0,0,0,551642907985934,
-1.00000000000000000000,           -0.400000,0,0,0,0,0,0,9223635278655769292,
-0.80000000000000004441,           -0.400000,0,0,0,0,0,0,9223700033481648058,
-0.59999999999999997780,           -0.400000,1,1,1,0,0,1,9226300258381192330,
-0.39999999999999991118,           -0.400000,1,1,1,0,0,1,1021391811188043,
-0.19999999999999995559,           -0.400000,1,1,1,0,0,1,1449035676886969,
0.00000000000000000000,           -0.400000,0,0,0,0,0,0,9226300258381192329,
0.20000000000000017764,           -0.400000,0,0,0,0,0,0,9225700712066520959,
0.40000000000000013323,           -0.400000,1,1,1,0,0,1,9225700712066520959,
