x,y,newlib,openlibm,matlab,mpfr64,mpfr128,intel-mkl,mathematica,
-1.000000e+00,-1.000000e+00,2.000000e+00,3.000000e+00,6.916696e-310,2.000000e+00,2.000000e+00,not_finite,0.000000e+00,
-8.000000e-01,-1.000000e+00,0.000000e+00,0.000000e+00,6.916696e-310,1.700000e+01,2.100000e+01,not_finite,0.000000e+00,
-6.000000e-01,-1.000000e+00,1.000000e+00,0.000000e+00,6.916696e-310,1.200000e+01,1.700000e+01,not_finite,0.000000e+00,
-4.000000e-01,-1.000000e+00,0.000000e+00,0.000000e+00,6.916696e-310,1.000000e+01,1.700000e+01,not_finite,0.000000e+00,
-2.000000e-01,-1.000000e+00,0.000000e+00,0.000000e+00,6.916696e-310,1.000000e+01,1.700000e+01,not_finite,0.000000e+00,
0.000000e+00,-1.000000e+00,1.000000e+00,0.000000e+00,6.916696e-310,0.000000e+00,1.000000e+00,not_finite,0.000000e+00,
2.000000e-01,-1.000000e+00,0.000000e+00,0.000000e+00,6.916696e-310,9.000000e+00,1.600000e+01,not_finite,0.000000e+00,
4.000000e-01,-1.000000e+00,0.000000e+00,0.000000e+00,6.916696e-310,1.100000e+01,1.700000e+01,not_finite,0.000000e+00,
6.000000e-01,-1.000000e+00,0.000000e+00,0.000000e+00,6.916696e-310,1.200000e+01,1.600000e+01,not_finite,0.000000e+00,
8.000000e-01,-1.000000e+00,1.000000e+00,0.000000e+00,6.916696e-310,1.400000e+01,1.900000e+01,not_finite,0.000000e+00,
1.000000e+00,-1.000000e+00,0.000000e+00,1.000000e+00,6.916696e-310,1.000000e+00,1.000000e+00,not_finite,0.000000e+00,
-1.000000e+00,-8.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,1.300000e+01,1.900000e+01,not_finite,0.000000e+00,
-8.000000e-01,-8.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,0.000000e+00,1.000000e+00,not_finite,0.000000e+00,
-6.000000e-01,-8.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,1.200000e+01,1.800000e+01,not_finite,0.000000e+00,
-4.000000e-01,-8.000000e-01,1.000000e+00,0.000000e+00,6.916696e-310,1.100000e+01,1.900000e+01,not_finite,0.000000e+00,
-2.000000e-01,-8.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,1.000000e+01,1.700000e+01,not_finite,0.000000e+00,
0.000000e+00,-8.000000e-01,0.000000e+00,1.000000e+00,6.916696e-310,0.000000e+00,0.000000e+00,not_finite,0.000000e+00,
2.000000e-01,-8.000000e-01,1.000000e+00,0.000000e+00,6.916696e-310,5.000000e+00,1.000000e+01,not_finite,0.000000e+00,
4.000000e-01,-8.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,1.300000e+01,1.700000e+01,not_finite,0.000000e+00,
6.000000e-01,-8.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,1.200000e+01,1.800000e+01,not_finite,0.000000e+00,
8.000000e-01,-8.000000e-01,1.000000e+00,0.000000e+00,6.916696e-310,1.000000e+00,1.000000e+00,not_finite,0.000000e+00,
1.000000e+00,-8.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,1.300000e+01,1.800000e+01,not_finite,0.000000e+00,
-1.000000e+00,-6.000000e-01,1.000000e+00,1.000000e+00,6.916696e-310,1.200000e+01,1.600000e+01,not_finite,0.000000e+00,
-8.000000e-01,-6.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,1.200000e+01,1.800000e+01,not_finite,0.000000e+00,
-6.000000e-01,-6.000000e-01,0.000000e+00,0.000000e+00,6.916696e-310,0.000000e+00,1.000000e+00,not_finite,0.000000e+00,
