sin^2(x)+cos^2(x)=1,0X0P+0,none,0X1P+0,0X1P+1,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+0,0X1P+0,0X1P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+0,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+0,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+0,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+0,0X1P+0,0X1P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+0,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+0,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+1,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X0.00000FFFFFFFFP-1022,none,0X1P+0,0X1P+1,0X1P+0,0X0P+0
