cos(x/2)=Sqrt[1+cos(x/2)],0X0P+0,none,0X1P+0,0X1P+0,0X1.6A09E667F3BCDP+0,0X1P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1.921FB54442D18P+0,none,0X1.6A09E667F3BCDP-1,0X1P+0,0X1.4E7AE9144F0FCP+0,0X0P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1.0C152382D7365P+0,none,0X1.BB67AE8584CABP-1,0X1P+0,0X1.5DB3D742C2656P+0,0X0P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1.0C152382D7365P-1,none,0X1.EE8DD4748BF15P-1,0X0P+0,0X1.66F0FE5761C3EP+0,0X1P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1.921FB54442D18P-1,none,0X1.D906BCF328D46P-1,0X1P+0,0X1.63150B15E8536P+0,0X0P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1.921FB54442D18P-2,none,0X1.F6297CFF75CBP-1,0X0P+0,0X1.684B9C80F1A8BP+0,0X1P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1.0C152382D7365P-2,none,0X1.FB9EA92EC689BP-1,0X0P+0,0X1.694376018FF9AP+0,0X0P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1.0F0CF064DD592P+73,none,-0X1.BED2B13ACB986P-1,0X1P+0,0X1.6D5A3E8B6EC9CP-2,0X1P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1P-1022,none,0X1P+0,0X1P+0,0X1.6A09E667F3BCDP+0,0X0P+0
cos(x/2)=Sqrt[1+cos(x/2)],0X1.FFFFFFFFFFFFFP+1023,none,0X1.45300B2210EE6P-9,0X1P+0,0X1.00513F1E48277P+0,0X1P+0
