x,y,newlib,openlibm,matlab,maple,mpfr64,mpfr128,mathematica,
1.200000e+01,0.000000e+00,272444953201174016,272444953201174016,4890886371069617664,0,272444953201174016,272444953201174016,4899893570324358656,
2.225074e-308,0.000000e+00,4890886371069617664,4890886371069617664,4895389970696988160,0,4890886371069617664,4890886371069617664,4890886371069617664,
0.000000e+00,0.000000e+00,4895389970696988160,4895389970696988160,4323478466530417151,0,4895389970696988160,4895389970696988160,4899893570324358656,
1.797693e+308,0.000000e+00,4327962534907787647,4327962534907787647,4886402302692247167,0,4327962534907787647,4327962534907787647,283723483519600256,
2.225074e-308,0.000000e+00,4890886371069617663,4890886371069617663,4895389970696988160,0,4890886371069617663,4890886371069617663,4323478466530417151,
