x,y,newlib,openlibm,matlab,maple,mpfr64,mpfr128,mathematica,
2.225074e-308,0.000000e+00,4895410576165738160,4895410576165738160,4895410576165738160,0,4895410576165738160,4895410576165738160,4895410576165738160,
0.000000e+00,-2.225074e-308,4895408398431363160,4895408398431363160,4895408398431363160,0,4895408398431363160,4895408398431363160,4895408398431363157,
1.797693e+308,1.797693e+308,4327963638423412646,4327963638423412646,4327963638423412646,0,4327963638423412646,4327963638423412646,4886401199176622171,
2.225074e-308,2.225074e-308,4886401199176622168,4886401199176622168,4886401199176622168,0,4886401199176622168,4886401199176622168,4890904798803992664,
