pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X0P+0,0X1.4P+2,0X1P+0,-NAN,0.00200000000000000004163336342344,0X0P+0,0.00100000000000000002081668171172
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1P+1,-0X1P+1,0X1P-1,0X1.6A09E667F3BCCP-3,0.01700000000000000122124532708767,0X1.6A09E667F3BCCP-3,0.01000000000000000020816681711722
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1P+1,0X0P+0,0X1P+2,0X1P-4,0.00200000000000000004163336342344,0X1P-4,0.00200000000000000004163336342344
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),-0X1P+1,0X1.4P+2,0X1.9P+6,-0X1P-95,0.00300000000000000006245004513517,-0X1P-95,0.00200000000000000004163336342344
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),-0X1P+1,0X1.9P+6,-0X1.9P+6,0X1P+200,0.00400000000000000008326672684689,0X1P+200,0.00200000000000000004163336342344
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1P+3,0X1P+3,-0X1.999999999999AP-5,0X1.1C0CBEB32BDF8P+24,0.01000000000000000020816681711722,0X1.1C0CBEB32BDF8P+24,0.00800000000000000016653345369377
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),-0X1.E392010175EE6P-74,-0X1.9P+6,0X1.8P+2,0X1.FFFFFFFFFFFFFP+1023,0.01299999999999999940325512426398,0X1.FFFFFFFFFFFFFP+1023,0.00899999999999999931998839741709
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1.0F0CF064DD592P+73,0X1.8P+1,0X1.8P+2,0X1.AF5BF109550F2P-220,0.01700000000000000122124532708767,0X1.AF5BF109550F2P-220,0.00300000000000000006245004513517
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1P-1022,0X1.8P+1,0X1.8P+2,0X1.FFFFFFFFFFFFFP+1023,0.00500000000000000010408340855861,0X1.FFFFFFFFFFFFFP+1023,0.00200000000000000004163336342344
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1.FFFFFFFFFFFFFP+1023,0X1.8P+1,0X1.8P+2,0X0P+0,0.03599999999999999727995358966837,0X0P+0,0.00400000000000000008326672684689
