0X0P+0,0X1P+0,0.01400000000000000029143354396410
0X1.921FB54442D18P+0,0X1.1A62633145C06P-54,0.01200000000000000024980018054066
0X1.0C152382D7365P+0,0X1P-1,0.00500000000000000010408340855861
0X1.0C152382D7365P-1,0X1.BB67AE8584CAAP-1,0.00500000000000000010408340855861
0X1.921FB54442D18P-1,0X1.6A09E667F3BCCP-1,0.00200000000000000004163336342344
0X1.921FB54442D18P-2,0X1.D906BCF328D46P-1,0.00200000000000000004163336342344
0X1.41B2F769CF0EP-1,0X1.9E3779B97F4A7P-1,0.00300000000000000006245004513517
0X1.41B2F769CF0EP-2,0X1.E6F0E134454FFP-1,0.00200000000000000004163336342344
0X1.0C152382D7365P-2,0X1.EE8DD4748BF14P-1,0.00300000000000000006245004513517
INF,-NAN,0.00000000000000000000000000000000
-INF,-NAN,0.00000000000000000000000000000000
-NAN,-NAN,0.00000000000000000000000000000000
0X1.0F0CF064DD592P+73,0X1.0BE2CEF01C8F3P-1,0.01400000000000000029143354396410
