sin(x)= -sin(x),-0X1P-1,none,-0X1.EAEE8744B05FP-2,0X1.AP+3,0X1.EAEE8744B05FP-2,0X0P+0
sin(x)= -sin(x),-0X1P+0,none,-0X1.AED548F090CEEP-1,0X1.8P+1,0X1.AED548F090CEEP-1,0X0P+0
sin(x)= -sin(x),-0X1.6A09E667F3BCDP-1,none,-0X1.4C9D367F3EACEP-1,0X0P+0,0X1.4C9D367F3EACEP-1,0X0P+0
sin(x)= -sin(x),-0X1.5FD7FE1796495P-37,none,-0X1.5FD7FE1796495P-37,0X0P+0,0X1.5FD7FE1796495P-37,0X0P+0
