-0X1P+0,0X1.921FB54442D18P+1,0X0P+0
-0X1.F5C28F5C28F5CP-1,0X1.787B22CE3F59P+1,0X0P+0
-0X1.EB851EB851EB8P-1,0X1.6DCC57BB565FCP+1,0X0P+0
-0X1.E147AE147AE14P-1,0X1.658F00FEC9C15P+1,0X0P+0
-0X1.D70A3D70A3D71P-1,0X1.5E9383EFAD0D1P+1,0X0P+0
-0X1.CCCCCCCCCCCCDP-1,0X1.586476251E745P+1,0X1P+0
-0X1.C28F5C28F5C29P-1,0X1.52C5B4E51B555P+1,0X0P+0
-0X1.B851EB851EB85P-1,0X1.4D9392170D7EAP+1,0X0P+0
-0X1.AE147AE147AE1P-1,0X1.48B6D4A69943FP+1,0X0P+0
-0X1.A3D70A3D70A3EP-1,0X1.441F5ECBEEF59P+1,0X1P+0
-0X1.999999999999AP-1,0X1.3FC176B7A856P+1,0X0P+0
-0X1.8F5C28F5C28F6P-1,0X1.3B94437710C9FP+1,0X0P+0
-0X1.851EB851EB852P-1,0X1.3790E5EFBAF83P+1,0X0P+0
-0X1.7AE147AE147AEP-1,0X1.33B1E74E4D7D5P+1,0X1P+0
-0X1.70A3D70A3D70AP-1,0X1.2FF2D932437FBP+1,0X1P+0
-0X1.6666666666666P-1,0X1.2C501446CD5F1P+1,0X0P+0
-0X1.5C28F5C28F5C2P-1,0X1.28C68A40A5E8BP+1,0X0P+0
-0X1.51EB851EB851EP-1,0X1.2553A4A84548FP+1,0X0P+0
-0X1.47AE147AE147BP-1,0X1.21F52C5720BDBP+1,0X0P+0
-0X1.3D70A3D70A3D7P-1,0X1.1EA93705FA172P+1,0X0P+0
-0X1.3333333333333P-1,0X1.1B6E192EBBE44P+1,0X1P+0
-0X1.28F5C28F5C29P-1,0X1.18425B13E5CA1P+1,0X0P+0
-0X1.1EB851EB851ECP-1,0X1.1524B01C3C769P+1,0X0P+0
-0X1.147AE147AE148P-1,0X1.1213EFEEC77B4P+1,0X0P+0
-0X1.0A3D70A3D70A4P-1,0X1.0F0F10E4A4AF4P+1,0X0P+0
-0X1P-1,0X1.0C152382D7366P+1,0X0P+0
-0X1.EB851EB851EB8P-2,0X1.09254EC250419P+1,0X1P+0
-0X1.D70A3D70A3D7P-2,0X1.063ECCFAC5C08P+1,0X0P+0
-0X1.C28F5C28F5C28P-2,0X1.0360E94F4C6C5P+1,0X0P+0
-0X1.AE147AE147AE2P-2,0X1.008AFD83485FCP+1,0X0P+0
-0X1.999999999999AP-2,0X1.FB78E047DFBA5P+0,0X0P+0
-0X1.851EB851EB852P-2,0X1.F5E965EDB84AP+0,0X0P+0
-0X1.70A3D70A3D70AP-2,0X1.F0668342BCFA2P+0,0X1P+0
-0X1.5C28F5C28F5C2P-2,0X1.EAEF40FD91E86P+0,0X0P+0
-0X1.47AE147AE147AP-2,0X1.E582B73B88C77P+0,0X0P+0
-0X1.3333333333332P-2,0X1.E0200BBC96AD8P+0,0X0P+0
-0X1.1EB851EB851ECP-2,0X1.DAC670561BB5P+0,0X0P+0
-0X1.0A3D70A3D70A4P-2,0X1.D5752193DFF04P+0,0X0P+0
-0X1.EB851EB851EB8P-3,0X1.D02B658023FCP+0,0X0P+0
-0X1.C28F5C28F5C28P-3,0X1.CAE88A8CD3053P+0,0X0P+0
-0X1.9999999999998P-3,0X1.C5ABE698D896P+0,0X0P+0
-0X1.70A3D70A3D708P-3,0X1.C074D60D624FDP+0,0X0P+0
-0X1.47AE147AE147CP-3,0X1.BB42BB0F765CBP+0,0X0P+0
-0X1.1EB851EB851ECP-3,0X1.B614FCC2CA2CP+0,0X1P+0
-0X1.EB851EB851EB8P-4,0X1.B0EB069B2FB21P+0,0X1P+0
-0X1.9999999999998P-4,0X1.ABC447BA464AP+0,0X0P+0
-0X1.47AE147AE1478P-4,0X1.A6A0325763031P+0,0X0P+0
-0X1.EB851EB851EBP-5,0X1.A17E3B2FDD3DDP+0,0X0P+0
-0X1.47AE147AE148P-5,0X1.9C5DD8FE1A303P+0,0X0P+0
-0X1.47AE147AE148P-6,0X1.973E83F5D5C9BP+0,0X0P+0
0X0P+0,0X1.921FB54442D18P+0,0X0P+0
0X1.47AE147AE148P-6,0X1.8D00E692AFD96P+0,0X0P+0
0X1.47AE147AE148P-5,0X1.87E1918A6B72DP+0,0X0P+0
0X1.EB851EB851ECP-5,0X1.82C12F58A8653P+0,0X1P+0
0X1.47AE147AE148P-4,0X1.7D9F3831229FFP+0,0X0P+0
0X1.99999999999AP-4,0X1.787B22CE3F59P+0,0X0P+0
0X1.EB851EB851ECP-4,0X1.735463ED55F0FP+0,0X0P+0
0X1.1EB851EB851FP-3,0X1.6E2A6DC5BB77P+0,0X0P+0
0X1.47AE147AE1478P-3,0X1.68FCAF790F466P+0,0X0P+0
