log(exp(x))=x,0X0P+0,none,0X0P+0,0.00000000000000000000000000000000,0X0P+0,0.00000000000000000000000000000000
log(exp(x))=x,0X1P+1,none,0X1.FFFFFFFFFFFFFP+0,0.00000000000000000000000000000000,0X1P+1,0.00000000000000000000000000000000
log(exp(x))=x,-0X1P+1,none,-0X1.0000000000001P+1,0.00000000000000000000000000000000,-0X1P+1,0.00000000000000000000000000000000
log(exp(x))=x,0X1.5BF0A8B14576AP+1,none,0X1.5BF0A8B145769P+1,0.00000000000000000000000000000000,0X1.5BF0A8B14576AP+1,0.00000000000000000000000000000000
log(exp(x))=x,-0X1.E392010175EE6P-74,none,-0X1.0000000000001P-64,0.00000000000000000000000000000000,-0X1.E392010175EE6P-74,0.00000000000000000000000000000000
log(exp(x))=x,0X1.0F0CF064DD592P+73,none,0X1.62E42FEA180E3P+29,0.00000000000000000000000000000000,0X1.0F0CF064DD592P+73,0.00000000000000000000000000000000
log(exp(x))=x,0X1P-1022,none,0X0P+0,0.00000000000000000000000000000000,0X1P-1022,0.00000000000000000000000000000000
log(exp(x))=x,-0X1P-1022,none,-0X1.0000000000001P-64,0.00000000000000000000000000000000,-0X1P-1022,0.00000000000000000000000000000000
log(exp(x))=x,0X1.FFFFFFFFFFFFFP+1023,none,0X1.62E42FEA180E3P+29,0.00000000000000000000000000000000,0X1.FFFFFFFFFFFFFP+1023,0.00000000000000000000000000000000
log(exp(x))=x,-0X1.FFFFFFFFFFFFFP+1023,none,-INF,0.00000000000000000000000000000000,-0X1.FFFFFFFFFFFFFP+1023,0.00000000000000000000000000000000
