x,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.000000e+00,0,0,0,0,0,0,0,
1.000000e-02,0,0,0,1,1,0,0,
2.000000e-02,0,0,18,0,0,0,0,
3.000000e-02,0,0,26,1,1,0,0,
4.000000e-02,0,0,0,1,1,0,0,
5.000000e-02,0,0,1,0,0,0,0,
6.000000e-02,0,0,29,0,0,0,0,
7.000000e-02,0,0,1,1,1,0,0,
8.000000e-02,0,0,0,0,0,0,0,
9.000000e-02,0,0,0,0,0,0,0,
1.000000e-01,0,0,17,0,0,0,0,
1.100000e-01,0,0,1,0,0,0,0,
1.200000e-01,0,0,8,1,1,0,0,
1.300000e-01,0,0,17,1,1,0,0,
1.400000e-01,0,0,3,1,1,0,0,
1.500000e-01,0,0,13,1,1,0,0,
1.600000e-01,0,0,0,1,1,0,0,
1.700000e-01,0,0,1,0,0,0,0,
1.800000e-01,0,0,9,1,1,0,0,
1.900000e-01,0,0,6,0,0,0,0,
2.000000e-01,0,0,17,0,0,0,0,
2.100000e-01,0,0,0,1,1,0,0,
2.200000e-01,0,0,0,1,1,0,0,
2.300000e-01,0,0,1,1,1,0,0,
2.400000e-01,0,0,11,0,0,0,0,
2.500000e-01,0,0,0,0,0,0,0,
2.600000e-01,0,0,5,1,1,0,0,
2.700000e-01,0,0,2,1,1,0,0,
2.800000e-01,0,0,1,1,1,0,0,
2.900000e-01,0,0,3,0,0,0,0,
3.000000e-01,0,0,1,0,0,0,0,
3.100000e-01,0,0,2,1,1,0,0,
3.200000e-01,0,0,0,0,0,0,0,
3.300000e-01,0,0,8,0,0,0,0,
3.400000e-01,0,0,1,1,1,0,0,
3.500000e-01,0,0,5,0,0,0,0,
3.600000e-01,0,0,0,0,0,0,0,
3.700000e-01,0,0,1,0,0,0,1,
3.800000e-01,0,0,6,0,0,0,0,
3.900000e-01,0,0,7,0,0,0,0,
4.000000e-01,0,0,8,0,0,0,0,
4.100000e-01,0,0,8,1,1,0,0,
4.200000e-01,0,0,0,0,0,0,0,
4.300000e-01,0,0,1,0,0,0,0,
4.400000e-01,0,0,1,0,0,0,0,
4.500000e-01,0,0,8,1,1,0,0,
4.600000e-01,0,0,7,0,0,0,0,
4.700000e-01,0,0,4,1,1,0,0,
4.800000e-01,0,0,8,1,1,0,0,
4.900000e-01,0,0,0,0,0,0,0,
5.000000e-01,0,0,5,1,1,0,0,
5.100000e-01,0,0,0,0,0,0,0,
5.200000e-01,0,0,8,1,1,0,0,
5.300000e-01,0,0,7,0,0,0,0,
5.400000e-01,0,0,4,0,0,0,0,
5.500000e-01,0,0,3,0,0,0,0,
5.600000e-01,0,0,3,1,1,0,0,
5.700000e-01,0,0,0,1,1,0,0,
5.800000e-01,0,0,7,0,0,0,0,
5.900000e-01,0,0,8,1,1,0,0,
6.000000e-01,0,0,4605152166087193160,1,1,0,2393893549440468559,
6.100000e-01,0,0,4605210067051293165,0,0,0,2304821572791516181,
6.200000e-01,0,0,57428279445644,1,1,0,57428279445640,
6.300000e-01,0,0,56966985712907,1,1,0,56966985712906,
6.400000e-01,0,0,56516632617501,1,1,0,56516632617499,
6.500000e-01,0,0,56076794407655,1,1,0,56076794407655,
6.600000e-01,0,0,55647068171973,0,0,0,55647068171973,
6.700000e-01,0,0,55227072287743,1,1,0,55227072287743,
6.800000e-01,0,0,54816444996193,0,0,0,54816444996192,
6.900000e-01,0,0,54414843092587,1,1,0,54414843092586,
7.000000e-01,0,0,54021940720366,0,0,0,54021940720361,
7.100000e-01,0,0,53637428259708,0,0,0,53637428259703,
7.200000e-01,0,0,53261011301927,1,1,0,53261011301920,
7.300000e-01,0,0,52892409701904,0,0,0,52892409701904,
7.400000e-01,0,0,52531356701765,0,0,0,52531356701764,
7.500000e-01,0,0,52177598119373,0,0,0,52177598119367,
7.600000e-01,0,0,51830891596213,0,0,0,51830891596208,
7.700000e-01,0,0,51491005899543,1,1,0,51491005899537,
7.800000e-01,0,0,51157720274179,0,0,0,51157720274177,
7.900000e-01,0,0,50830823839924,1,1,0,50830823839918,
8.000000e-01,0,0,50510115030727,0,0,0,50510115030719,
8.100000e-01,0,0,50195401072380,0,0,0,50195401072372,
8.200000e-01,0,0,49886497495507,1,1,0,49886497495507,
8.300000e-01,0,0,49583227681191,0,0,0,49583227681184,
8.400000e-01,0,0,49285422436509,1,1,0,49285422436501,
8.500000e-01,0,0,48992919597909,1,1,0,48992919597909,
8.600000e-01,0,0,48705563660131,0,0,0,48705563660124,
8.700000e-01,0,0,48423205428716,0,0,0,48423205428713,
8.800000e-01,0,0,48145701694573,1,1,0,48145701694569,
8.900000e-01,0,0,47872914928691,0,0,0,47872914928682,
9.000000e-01,0,0,47604712995735,0,0,0,47604712995732,
9.100000e-01,0,0,47340968885123,0,0,0,47340968885116,
9.200000e-01,0,0,47081560458213,1,1,0,47081560458207,
9.300000e-01,0,0,46826370210686,1,1,0,46826370210678,
9.400000e-01,0,0,46575285048846,1,1,0,46575285048841,
9.500000e-01,0,0,46328196079054,1,1,0,46328196079046,
9.600000e-01,0,0,46084998409240,0,0,0,46084998409236,
9.700000e-01,0,0,45845590961852,1,1,0,45845590961850,
9.800000e-01,0,0,45609876297298,1,1,1,45609876297294,
9.900000e-01,0,0,45377760447320,1,1,0,45377760447316,
1.000000e+00,0,0,45149152757595,0,0,0,45149152757595,
