0.,1.570796326794896619231322
1.00000000000000000000000000000000000000000000000000000000000000000000000000000000,0.
-1.00000000000000000000000000000000000000000000000000000000000000000000000000000000,3.141592653589793238462643
.500000000000000000000000000000000000000000000000000000000000000000000000000000000,1.047197551196597746154214
-.500000000000000000000000000000000000000000000000000000000000000000000000000000000,2.094395102393195492308429
.707106781186547570000000000000000000000000000000000000000000000000000000000000000,.7853981633974482451287165
-.707106781186547570000000000000000000000000000000000000000000000000000000000000000,2.356194490192344993333927
.866025403784438600000000000000000000000000000000000000000000000000000000000000000,.5235987755982989666045536
-.866025403784438600000000000000000000000000000000000000000000000000000000000000000,2.617993877991494271858090
infinity,undefined
-infinity,undefined
undefined,undefined
