0.,1.
1.57079632679489660000000000000000000000000000000000000000000000000000000000000000,0.1923132169163975144209858e-16
1.04719755119659760000000000000000000000000000000000000000000000000000000000000000,0.5000000000000001265732626
0.523598775598298820000000000000000000000000000000000000000000000000000000000000000,0.8660254037844386733022768
0.785398163397448280000000000000000000000000000000000000000000000000000000000000000,0.7071067811865475453422790
0.392699081698724140000000000000000000000000000000000000000000000000000000000000000,0.9238795325112867617948946
0.628318530717958620000000000000000000000000000000000000000000000000000000000000000,0.8090169943749474403795534
0.314159265358979310000000000000000000000000000000000000000000000000000000000000000,0.9510565162951535763951703
0.261799387799149410000000000000000000000000000000000000000000000000000000000000000,0.9659258262890682936184263
infinity,undefined
-infinity,undefined
undefined,undefined
10000000000000000000000.0000000000000000000000000000000000000000000000000000000000,0.5232147853951389454975945
