x,openlibm,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.00000000000000000000,0,0,0,0,0,0,
1.00000000000000000000,0,0,0,0,0,0,
2.00000000000000000000,0,23,1,1,0,0,
3.00000000000000000000,0,32,0,0,0,0,
4.00000000000000000000,0,0,0,0,0,0,
5.00000000000000000000,0,0,1,1,0,0,
6.00000000000000000000,0,18,0,0,0,0,
7.00000000000000000000,0,2,1,1,0,0,
8.00000000000000000000,0,1,1,1,0,0,
9.00000000000000000000,0,0,0,0,0,0,
10.00000000000000000000,0,21,1,1,0,0,
11.00000000000000000000,0,0,0,0,0,0,
12.00000000000000000000,0,10,0,0,0,0,
13.00000000000000000000,0,21,0,0,0,0,
14.00000000000000000000,0,3,0,0,0,0,
0.00000000000000000000,0,2404631789037377735,0,0,2404631789037377751,2404631789037377751,
16.00000000000000000000,0,0,0,0,0,0,
17.00000000000000000000,0,1,1,1,0,0,
18.00000000000000000000,0,5,0,0,0,0,
19.00000000000000000000,0,4,1,1,0,0,
20.00000000000000000000,0,11,1,1,0,0,
21.00000000000000000000,0,0,0,0,0,0,
22.00000000000000000000,0,0,1,1,0,0,
23.00000000000000000000,0,1,0,0,0,0,
24.00000000000000000000,0,6,0,0,0,0,
25.00000000000000000000,0,0,0,0,0,0,
26.00000000000000000000,0,5,0,0,0,0,
27.00000000000000000000,0,2,1,1,0,0,
28.00000000000000000000,0,2,1,1,0,0,
29.00000000000000000000,0,4,0,0,0,0,
0.00000000000000000000,0,2406578816908187667,1,1,2406578816908187668,2406578816908187668,
31.00000000000000000000,0,2,0,0,0,0,
32.00000000000000000000,0,1,1,1,0,0,
33.00000000000000000000,0,10,0,0,0,0,
34.00000000000000000000,0,1,1,1,0,0,
35.00000000000000000000,0,7,1,1,0,0,
36.00000000000000000000,0,0,0,0,0,0,
37.00000000000000000000,0,1,0,0,0,0,
38.00000000000000000000,0,7,0,0,0,0,
39.00000000000000000000,0,9,1,1,0,0,
40.00000000000000000000,0,10,1,1,0,0,
41.00000000000000000000,0,10,0,0,0,0,
42.00000000000000000000,0,0,1,1,0,0,
43.00000000000000000000,0,0,0,0,0,0,
44.00000000000000000000,0,0,0,0,0,0,
45.00000000000000000000,0,11,1,1,0,0,
46.00000000000000000000,0,9,0,0,0,0,
47.00000000000000000000,0,4,0,0,0,0,
48.00000000000000000000,0,10,0,0,0,0,
49.00000000000000000000,0,0,0,0,0,0,
50.00000000000000000000,0,6,1,1,0,0,
51.00000000000000000000,0,0,1,1,1,0,
52.00000000000000000000,0,9,0,0,0,0,
53.00000000000000000000,0,9,0,0,0,0,
54.00000000000000000000,0,5,1,1,0,0,
55.00000000000000000000,0,3,1,1,0,0,
56.00000000000000000000,0,3,0,0,0,0,
57.00000000000000000000,0,0,1,1,0,0,
58.00000000000000000000,0,10,1,1,0,0,
59.00000000000000000000,0,9,0,0,0,0,
0.00000000000000000000,0,2211276204558737520,1,1,2409130997046046314,0,
61.00000000000000000000,0,4620479577809908840,0,0,0,2315218304444544287,
62.00000000000000000000,0,71785349307054,1,1,0,71785349307050,
63.00000000000000000000,0,71208732141134,1,1,0,71208732141133,
64.00000000000000000000,0,70645790771875,0,0,0,70645790771873,
65.00000000000000000000,0,35047996504784,0,0,0,35047996504784,
66.00000000000000000000,0,34779417607484,1,1,0,34779417607484,
67.00000000000000000000,0,34516920179839,1,1,0,34516920179839,
68.00000000000000000000,0,34260278122620,1,1,0,34260278122620,
69.00000000000000000000,0,34009276932867,1,1,0,34009276932866,
70.00000000000000000000,0,33763712950229,1,1,0,33763712950226,
71.00000000000000000000,0,33523392662318,1,1,0,33523392662315,
72.00000000000000000000,0,33288132063704,0,0,0,33288132063699,
73.00000000000000000000,0,33057756063690,0,0,0,33057756063690,
74.00000000000000000000,0,32832097938603,0,0,0,32832097938603,
75.00000000000000000000,0,32610998824609,1,1,0,32610998824605,
76.00000000000000000000,0,32394307247634,1,1,0,32394307247630,
77.00000000000000000000,0,32181878687214,1,1,0,32181878687210,
78.00000000000000000000,0,31973575171362,1,1,1,31973575171361,
79.00000000000000000000,0,31769264899952,0,0,0,31769264899948,
80.00000000000000000000,0,31568821894205,1,1,0,31568821894200,
81.00000000000000000000,0,31372125670237,0,0,0,31372125670232,
82.00000000000000000000,0,31179060934692,1,1,0,31179060934692,
83.00000000000000000000,0,30989517300744,1,1,0,30989517300740,
84.00000000000000000000,0,30803389022818,0,0,0,30803389022813,
85.00000000000000000000,0,30620574748693,0,0,0,30620574748693,
86.00000000000000000000,0,30440977287582,1,1,0,30440977287578,
87.00000000000000000000,0,30264503392948,1,1,0,30264503392946,
88.00000000000000000000,0,30091063559108,1,1,0,30091063559105,
89.00000000000000000000,0,29920571830431,0,0,0,29920571830426,
90.00000000000000000000,0,29752945622335,1,1,0,29752945622333,
91.00000000000000000000,0,29588105553202,0,0,0,29588105553197,
92.00000000000000000000,0,29425975286382,0,0,0,29425975286379,
93.00000000000000000000,0,29266481381679,0,0,0,29266481381674,
94.00000000000000000000,0,29109553155529,1,1,0,29109553155526,
95.00000000000000000000,0,28955122549408,0,0,0,28955122549403,
96.00000000000000000000,0,28803124005775,0,0,0,28803124005773,
97.00000000000000000000,0,28653494351157,0,0,0,28653494351156,
98.00000000000000000000,0,28506172685811,1,1,0,28506172685809,
99.00000000000000000000,0,28361100279575,0,0,0,28361100279572,
100.00000000000000000000,0,28218220473497,0,0,0,28218220473497,
