0X0P+0,0X0P+0,0.00500000000000000010408340855861
0X1.8P+1,0X1.3FC176B7A856P+0,0.00400000000000000008326672684689
0X0P+0,0X0P+0,0.00000000000000000000000000000000
0X1.8P+1,0X1.3FC176B7A856P+0,0.00100000000000000002081668171172
0X0P+0,0X0P+0,0.00000000000000000000000000000000
0X1.8P+1,0X1.3FC176B7A856P+0,0.00100000000000000002081668171172
0X0P+0,0X0P+0,0.00000000000000000000000000000000
0X1.CP+2,0X1.6DCC57BB565FDP+0,0.00000000000000000000000000000000
0X0P+0,0X0P+0,0.00000000000000000000000000000000
0X0P+0,0X0P+0,0.00000000000000000000000000000000
0X0P+0,0X0P+0,0.00000000000000000000000000000000
0X0P+0,0X0P+0,0.00000000000000000000000000000000
0X0P+0,0X0P+0,0.00000000000000000000000000000000
