x,openlibm,matlab,maple,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,mathematica,
0.00000000000000000000,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,
0.01000000000000000021,0,4616870979110786325,4616870979110786325,1,1,4616870979110786325,4616870979110786325,4616870979110786325,4616870979110786325,
0.02000000000000000042,0,9220410045788214686,9220410045788214683,1,1,9220410045788214686,9220410045788214686,9220410045788214686,9220410045788214686,
0.02999999999999999889,0,9222705014286396336,9222705014286396338,0,0,9222705014286396337,9222705014286396337,9222705014286396337,9222705014286396337,
0.04000000000000000083,0,9223352816723543842,9223352816723543839,1,1,9223352816723543842,9223352816723543842,9223352816723543842,9223352816723543842,
0.05000000000000000278,0,9223855291330818244,9223855291330818243,1,1,9223855291330818244,9223855291330818244,9223855291330818244,9223855291330818244,
0.05999999999999999778,0,9224265842978437676,9224265842978437654,1,1,9224265842978437676,9224265842978437676,9224265842978437676,9224265842978437676,
0.07000000000000000666,0,9224612959450552150,9224612959450552135,1,1,9224612959450552150,9224612959450552150,9224612959450552150,9224612959450552150,
0.08000000000000000167,0,9224734758966831659,9224734758966831646,0,0,9224734758966831659,9224734758966831659,9224734758966831659,9224734758966831659,
0.08999999999999999667,0,9224734758966831660,9224734758966831638,0,0,9224734758966831660,9224734758966831660,9224734758966831660,9224734758966831660,
0.10000000000000000555,0,9224734758966831659,9224734758966831646,1,1,9224734758966831659,9224734758966831659,9224734758966831659,9224734758966831659,
0.11000000000000000056,0,9224734758966831659,9224734758966831657,1,1,9224734758966831659,9224734758966831659,9224734758966831659,9224734758966831659,
0.11999999999999999556,0,9224734758966831659,9224734758966831658,1,1,9224734758966831659,9224734758966831659,9224734758966831659,9224734758966831659,
0.13000000000000000444,0,9224734758966831659,9224734758966831644,0,0,9224734758966831659,9224734758966831659,9224734758966831659,9224734758966831659,
0.14000000000000001332,0,9224658451903125678,9224658451903125659,0,0,9224658451903125678,9224658451903125678,9224658451903125678,9224658451903125678,
0.14999999999999999445,0,9224503093767965751,9224503093767965751,1,1,9224503093767965751,9224503093767965751,9224503093767965751,9224503093767965751,
0.16000000000000000333,0,9224357765938092647,9224357765938092644,0,0,9224357765938092647,9224357765938092647,9224357765938092647,9224357765938092647,
0.17000000000000001221,0,9224221251425981660,9224221251425981646,1,1,9224221251425981660,9224221251425981660,9224221251425981660,9224221251425981660,
0.17999999999999999334,0,9224092542120346319,9224092542120346309,1,1,9224092542120346319,9224092542120346319,9224092542120346319,9224092542120346319,
0.19000000000000000222,0,9223970793561563433,9223970793561563432,1,1,9223970793561563433,9223970793561563433,9223970793561563433,9223970793561563433,
0.20000000000000001110,0,9223855291330818244,9223855291330818242,1,1,9223855291330818244,9223855291330818244,9223855291330818244,9223855291330818244,
0.20999999999999999223,0,9223745425648231845,9223745425648231838,1,1,9223745425648231845,9223745425648231845,9223745425648231845,9223745425648231845,
0.22000000000000000111,0,9223640671885692559,9223640671885692545,0,0,9223640671885692559,9223640671885692559,9223640671885692559,9223640671885692559,
0.23000000000000000999,0,9223540575415017574,9223540575415017575,0,0,9223540575415017574,9223540575415017574,9223540575415017574,9223540575415017574,
0.23999999999999999112,0,9223444739683198814,9223444739683198801,0,0,9223444739683198814,9223444739683198814,9223444739683198814,9223444739683198814,
0.25000000000000000000,0,9223352816723543842,9223352816723543841,1,1,9223352816723543842,9223352816723543842,9223352816723543842,9223352816723543842,
0.26000000000000000888,0,9223264499528972681,9223264499528972676,1,1,9223264499528972681,9223264499528972681,9223264499528972681,9223264499528972681,
0.27000000000000001776,0,9223179515865452486,9223179515865452465,0,0,9223179515865452486,9223179515865452486,9223179515865452486,9223179515865452486,
0.28000000000000002665,0,9223097623211084338,9223097623211084329,1,1,9223097623211084338,9223097623211084338,9223097623211084338,9223097623211084338,
0.28999999999999998002,0,9223018604583671352,9223018604583671343,0,0,9223018604583671352,9223018604583671352,9223018604583671352,9223018604583671352,
0.29999999999999998890,0,9222942265075924412,9222942265075924400,0,0,9222942265075924412,9222942265075924412,9222942265075924412,9222942265075924412,
0.30999999999999999778,0,9222868428959000828,9222868428959000814,1,1,9222868428959000828,9222868428959000828,9222868428959000828,9222868428959000828,
0.32000000000000000666,0,9222796937246051307,9222796937246051292,0,0,9222796937246051307,9222796937246051307,9222796937246051307,9222796937246051307,
0.33000000000000001554,0,9222727645630798725,9222727645630798724,0,0,9222727645630798725,9222727645630798725,9222727645630798725,9222727645630798725,
0.34000000000000002442,0,9222660422733940320,9222660422733940316,1,1,9222660422733940320,9222660422733940320,9222660422733940320,9222660422733940320,
0.35000000000000003331,0,9222595148603809936,9222595148603809928,0,0,9222595148603809936,9222595148603809936,9222595148603809936,9222595148603809936,
0.35999999999999998668,0,9222531713428304980,9222531713428304980,0,0,9222531713428304980,9222531713428304980,9222531713428304980,9222531713428304980,
0.36999999999999999556,0,9222444130963706228,9222444130963706218,1,1,9222444130963706228,9222444130963706228,9222444130963706228,9222444130963706228,
0.38000000000000000444,0,9222263976302273459,9222263976302273446,0,0,9222263976302273459,9222263976302273459,9222263976302273459,9222263976302273459,
0.39000000000000001332,0,9222088501515943721,9222088501515943707,0,0,9222088501515943721,9222088501515943721,9222088501515943721,9222088501515943721,
0.40000000000000002220,0,9221917469610037892,9221917469610037878,1,1,9221917469610037892,9221917469610037892,9221917469610037892,9221917469610037892,
0.41000000000000003109,0,9221750661148746691,9221750661148746673,0,0,9221750661148746691,9221750661148746691,9221750661148746691,9221750661148746691,
0.41999999999999998446,0,9221587872562278694,9221587872562278675,1,1,9221587872562278694,9221587872562278694,9221587872562278694,9221587872562278694,
0.42999999999999999334,0,9221428914653226105,9221428914653226100,0,0,9221428914653226105,9221428914653226105,9221428914653226105,9221428914653226105,
0.44000000000000000222,0,9221273611274660834,9221273611274660832,0,0,9221273611274660834,9221273611274660834,9221273611274660834,9221273611274660834,
0.45000000000000001110,0,9221121798156798911,9221121798156798912,0,0,9221121798156798911,9221121798156798911,9221121798156798911,9221121798156798911,
0.46000000000000001998,0,9220973321862635880,9220973321862635869,1,1,9220973321862635880,9220973321862635880,9220973321862635880,9220973321862635880,
0.47000000000000002887,0,9220828038855906952,9220828038855906933,1,1,9220828038855906952,9220828038855906952,9220828038855906952,9220828038855906952,
0.47999999999999998224,0,9220685814667179598,9220685814667179596,1,1,9220685814667179599,9220685814667179599,9220685814667179599,9220685814667179599,
0.48999999999999999112,0,9220546523145935270,9220546523145935255,0,0,9220546523145935270,9220546523145935270,9220546523145935270,9220546523145935270,
0.50000000000000000000,0,9220410045788214686,9220410045788214673,1,1,9220410045788214686,9220410045788214686,9220410045788214686,9220410045788214686,
0.51000000000000000888,0,9220276271130846639,9220276271130846626,0,0,9220276271130846639,9220276271130846639,9220276271130846639,9220276271130846639,
0.52000000000000001776,0,9220145094204501202,9220145094204501185,1,1,9220145094204501202,9220145094204501202,9220145094204501202,9220145094204501202,
0.53000000000000002665,0,9220016416038843052,9220016416038843048,0,0,9220016416038843052,9220016416038843052,9220016416038843052,9220016416038843052,
0.54000000000000003553,0,9219890143213940617,9219890143213940607,0,0,9219890143213940617,9219890143213940617,9219890143213940617,9219890143213940617,
