sin^2(x)+cos^2(x)=1,0X0P+0,none,0X1P+0,0X1.AP+4,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1.921FB54442D18P+0,none,0X1.FFFFFFFFFFFFFP-1,0X1.0CP+6,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1.0C152382D7365P+0,none,0X1.FFFFFFFFFFFFFP-1,0X1P+3,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1.0C152382D7365P-1,none,0X1.FFFFFFFFFFFFFP-1,0X1.8P+2,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1.921FB54442D18P-1,none,0X1.FFFFFFFFFFFFFP-1,0X1.CP+2,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1.921FB54442D18P-2,none,0X1.FFFFFFFFFFFFFP-1,0X1.8P+2,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1.0C152382D7365P-2,none,0X1.FFFFFFFFFFFFFP-1,0X1.2P+3,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1.0F0CF064DD592P+73,none,0X1P+0,0X1.8P+5,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1P-1022,none,0X1.FFFFFFFFFFFFFP-1,0X1.AP+3,0X1P+0,0X0P+0
sin^2(x)+cos^2(x)=1,0X1.FFFFFFFFFFFFFP+1023,none,0X1P+0,0X1.3AP+7,0X1P+0,0X0P+0
