x,y,newlib,openlibm,matlab,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,mathematica,
0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,0,18446744073709551615,
0.000000e+00,0.000000e+00,4003199668773774,4003199668773774,4003199668773774,4003199668773774,4003199668773774,4603179219131243634,4603179219131243634,4603179219131243634,4603179219131243634,
1.200000e+01,0.000000e+00,18446744073709551615,18446744073709551615,10808639105689190,18446744073709551615,18446744073709551615,4596373779694328218,4596373779694328218,4596373779694328218,4596373779694328218,
0.000000e+00,0.000000e+00,5504399544563940,5504399544563940,4601678019255453468,5504399544563940,5504399544563940,4601678019255453468,4601678019255453468,4601678019255453468,4601678019255453468,
8.000000e+00,0.000000e+00,0,0,0,0,0,0,0,0,0,
1.100000e+01,0.000000e+00,0,0,0,0,0,0,0,0,0,
