cos(x)= cos(-x),-0X1P-1,none,0X1.C1528065B7D5P-1,0X1P+0,0X1.C1528065B7D5P-1,0X1P+0
cos(x)= cos(-x),-0X1P+0,none,0X1.14A280FB5068CP-1,0X1P+0,0X1.14A280FB5068CP-1,0X1P+0
cos(x)= cos(-x),-0X1.6A09E667F3BCDP-1,none,0X1.853EC7A2CD121P-1,0X1P+0,0X1.853EC7A2CD121P-1,0X0P+0
cos(x)= cos(-x),-0X1.5FD7FE1796495P-37,none,0X1P+0,0X0P+0,0X1P+0,0X0P+0
