x,newlib,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
5.500000e+01,0,0,0,0,1,1,0,0,
5.600000e+01,0,0,0,0,0,0,0,0,
5.700000e+01,0,0,0,0,1,1,0,0,
5.800000e+01,0,0,0,0,1,1,0,0,
5.900000e+01,0,0,0,0,0,0,0,0,
5.078995e-321,0,0,2409130997046046314,0,1,1,2409130997046046314,not_finite,
6.100000e+01,0,0,0,2315218304444544287,0,0,0,0,
6.200000e+01,0,0,0,71785349307050,1,1,0,0,
6.300000e+01,0,0,0,71208732141133,1,1,0,0,
6.400000e+01,0,0,0,70645790771873,0,0,0,0,
6.500000e+01,0,0,0,35047996504784,0,0,0,0,
6.600000e+01,0,0,0,34779417607484,1,1,0,0,
6.700000e+01,0,0,0,34516920179839,1,1,0,0,
6.800000e+01,0,0,0,34260278122620,1,1,0,0,
6.900000e+01,0,0,0,34009276932866,1,1,0,0,
7.000000e+01,0,0,0,33763712950226,1,1,0,0,
7.100000e+01,0,0,0,33523392662315,1,1,0,0,
7.200000e+01,0,0,0,33288132063699,0,0,0,0,
7.300000e+01,0,0,0,33057756063690,0,0,0,0,
7.400000e+01,0,0,0,32832097938603,0,0,0,0,
7.500000e+01,0,0,0,32610998824605,1,1,0,0,
7.600000e+01,0,0,0,32394307247630,1,1,0,0,
7.700000e+01,0,0,0,32181878687210,1,1,0,0,
7.800000e+01,0,0,0,31973575171361,1,1,1,0,
7.900000e+01,0,0,0,31769264899948,0,0,0,0,
8.000000e+01,0,0,0,31568821894200,1,1,0,0,
8.100000e+01,0,0,0,31372125670232,0,0,0,0,
8.200000e+01,0,0,0,31179060934692,1,1,0,0,
8.300000e+01,0,0,0,30989517300740,1,1,0,0,
8.400000e+01,0,0,0,30803389022813,0,0,0,0,
8.500000e+01,0,0,0,30620574748693,0,0,0,0,
8.600000e+01,0,0,0,30440977287578,1,1,0,0,
8.700000e+01,0,0,0,30264503392946,1,1,0,0,
8.800000e+01,0,0,0,30091063559105,1,1,0,0,
8.900000e+01,0,0,0,29920571830426,0,0,0,0,
9.000000e+01,0,0,0,29752945622333,1,1,0,0,
9.100000e+01,0,0,0,29588105553197,0,0,0,0,
9.200000e+01,0,0,0,29425975286379,0,0,0,0,
9.300000e+01,0,0,0,29266481381674,0,0,0,0,
9.400000e+01,0,0,0,29109553155526,1,1,0,0,
9.500000e+01,0,0,0,28955122549403,0,0,0,0,
9.600000e+01,0,0,0,28803124005773,0,0,0,0,
9.700000e+01,0,0,0,28653494351156,0,0,0,0,
9.800000e+01,0,0,0,28506172685809,1,1,0,0,
9.900000e+01,0,0,0,28361100279572,0,0,0,0,
1.000000e+02,0,0,0,28218220473497,0,0,0,0,
