x,newlib,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.000000e+00,0,0,0,0,0,0,0,0,
1.000000e+00,0,0,0,0,0,0,0,0,
2.000000e+00,0,0,0,0,1,1,0,0,
3.000000e+00,0,0,0,0,0,0,0,0,
4.000000e+00,0,0,0,0,0,0,0,0,
5.000000e+00,0,0,0,0,1,1,0,0,
6.000000e+00,0,0,0,0,0,0,0,0,
7.000000e+00,0,0,0,0,1,1,0,0,
8.000000e+00,0,0,0,0,1,1,0,0,
9.000000e+00,0,0,0,0,0,0,0,0,
1.000000e+01,0,0,0,0,1,1,0,0,
1.100000e+01,0,0,0,0,0,0,0,0,
1.200000e+01,0,0,0,0,0,0,0,0,
1.300000e+01,0,0,0,0,0,0,0,0,
1.400000e+01,0,0,0,0,0,0,0,0,
5.069114e-321,2400128189410007255,2400128189410007255,4503599627370496,4503599627370496,2400128189410007255,2400128189410007255,4503599627370496,4503599627370496,
1.600000e+01,0,0,0,0,0,0,0,0,
1.700000e+01,0,0,0,0,1,1,0,0,
1.800000e+01,0,0,0,0,0,0,0,0,
1.900000e+01,0,0,0,0,1,1,0,0,
2.000000e+01,0,0,0,0,1,1,0,0,
2.100000e+01,0,0,0,0,0,0,0,0,
2.200000e+01,0,0,0,0,1,1,0,0,
2.300000e+01,0,0,0,0,0,0,0,0,
2.400000e+01,0,0,0,0,0,0,0,0,
2.500000e+01,0,0,0,0,0,0,0,0,
2.600000e+01,0,0,0,0,0,0,0,0,
2.700000e+01,0,0,0,0,1,1,0,0,
2.800000e+01,0,0,0,0,1,1,0,0,
2.900000e+01,0,0,0,0,0,0,0,0,
5.074054e-321,2402075217280817172,2402075217280817172,4503599627370496,4503599627370496,2402075217280817173,2402075217280817173,4503599627370496,4503599627370496,
3.100000e+01,0,0,0,0,0,0,0,0,
3.200000e+01,0,0,0,0,1,1,0,0,
3.300000e+01,0,0,0,0,0,0,0,0,
3.400000e+01,0,0,0,0,1,1,0,0,
3.500000e+01,0,0,0,0,1,1,0,0,
3.600000e+01,0,0,0,0,0,0,0,0,
3.700000e+01,0,0,0,0,0,0,0,0,
3.800000e+01,0,0,0,0,0,0,0,0,
3.900000e+01,0,0,0,0,1,1,0,0,
4.000000e+01,0,0,0,0,1,1,0,0,
4.100000e+01,0,0,0,0,0,0,0,0,
4.200000e+01,0,0,0,0,1,1,0,0,
4.300000e+01,0,0,0,0,0,0,0,0,
4.400000e+01,0,0,0,0,0,0,0,0,
4.500000e+01,0,0,0,0,1,1,0,0,
4.600000e+01,0,0,0,0,0,0,0,0,
4.700000e+01,0,0,0,0,0,0,0,0,
4.800000e+01,0,0,0,0,0,0,0,0,
4.900000e+01,0,0,0,0,0,0,0,0,
5.000000e+01,0,0,0,0,1,1,0,0,
5.100000e+01,0,0,0,0,1,1,1,0,
5.200000e+01,0,0,0,0,0,0,0,0,
5.300000e+01,0,0,0,0,0,0,0,0,
5.400000e+01,0,0,0,0,1,1,0,0,
