x,newlib,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
3.800000e-01,1,1,1,1,1,1,1,1,
3.900000e-01,0,0,0,0,0,0,0,0,
4.000000e-01,0,0,0,0,0,0,0,0,
4.100000e-01,1,1,1,1,0,0,1,1,
4.200000e-01,0,0,0,0,0,0,0,0,
4.300000e-01,0,0,0,0,0,0,0,0,
4.400000e-01,0,0,0,0,0,0,0,0,
4.500000e-01,1,1,1,1,0,0,1,1,
4.600000e-01,0,0,0,0,0,0,0,0,
4.700000e-01,1,1,1,1,0,0,1,1,
4.800000e-01,1,1,1,1,0,0,1,1,
4.900000e-01,1,1,1,1,1,1,1,1,
5.000000e-01,1,1,1,1,2,2,1,1,
5.100000e-01,0,0,0,0,0,0,0,0,
5.200000e-01,0,0,0,0,1,1,0,0,
5.300000e-01,0,0,0,0,0,0,0,0,
5.400000e-01,0,0,0,0,0,0,0,0,
5.500000e-01,1,1,1,1,1,1,1,1,
5.600000e-01,1,1,1,1,0,0,1,1,
5.700000e-01,1,1,1,1,0,0,1,1,
5.800000e-01,0,0,0,0,0,0,0,0,
5.900000e-01,1,1,1,1,0,0,1,1,
6.000000e-01,996706648845249,996706648845249,996706648845249,2392896842791623310,996706648845248,996706648845248,996706648845249,not_finite,
6.100000e-01,879355938252093,879355938252093,879355938252093,2303942216853264088,879355938252093,879355938252093,879355938252093,879355938252093,
6.200000e-01,7178534930705,7178534930705,7178534930705,50249744514935,7178534930704,7178534930704,7178534930705,7178534930705,
6.300000e-01,7120873214113,7120873214113,7120873214113,49846112498793,7120873214112,7120873214112,7120873214113,7120873214113,
6.400000e-01,7064579077188,7064579077188,7064579077188,49452053540311,7064579077187,7064579077187,7064579077188,7064579077188,
6.500000e-01,7009599300957,7009599300957,7009599300957,49067195106698,7009599300956,7009599300956,7009599300957,7009599300957,
6.600000e-01,6955883521496,6955883521496,6955883521496,48691184650477,6955883521496,6955883521496,6955883521496,6955883521496,
6.700000e-01,6903384035967,6903384035967,6903384035967,48323688251776,6903384035966,6903384035966,6903384035967,6903384035967,
6.800000e-01,6852055624523,6852055624523,6852055624523,47964389371669,6852055624523,6852055624523,6852055624523,6852055624523,
6.900000e-01,6801855386573,6801855386573,6801855386573,47612987706013,6801855386572,6801855386572,6801855386573,6801855386573,
7.000000e-01,6752742590045,6752742590045,6752742590045,47269198130316,6752742590045,6752742590045,6752742590045,6752742590045,
7.100000e-01,6704678532463,6704678532463,6704678532463,46932749727240,6704678532463,6704678532463,6704678532463,6704678532463,
7.200000e-01,6657626412740,6657626412740,6657626412740,46603384889180,6657626412739,6657626412739,6657626412740,6657626412740,
7.300000e-01,6611551212738,6611551212738,6611551212738,46280858489166,6611551212738,6611551212738,6611551212738,6611551212738,
7.400000e-01,6566419587722,6566419587722,6566419587722,45964937114042,6566419587722,6566419587722,6566419587722,6566419587722,
7.500000e-01,6522199764921,6522199764921,6522199764921,45655398354446,6522199764921,6522199764921,6522199764921,6522199764921,
7.600000e-01,6478861449527,6478861449527,6478861449527,45352030146681,6478861449527,6478861449527,6478861449527,6478861449527,
7.700000e-01,6436375737444,6436375737444,6436375737444,45054630162093,6436375737443,6436375737443,6436375737444,6436375737444,
7.800000e-01,6394715034270,6394715034270,6394715034270,44763005239907,6394715034270,6394715034270,6394715034270,6394715034270,
7.900000e-01,6353852979990,6353852979990,6353852979990,44476970859928,6353852979989,6353852979989,6353852979990,6353852979990,
8.000000e-01,6313764378840,6313764378840,6313764378840,44196350651879,6313764378840,6313764378840,6313764378840,6313764378840,
8.100000e-01,6274425134045,6274425134045,6274425134045,43920975938327,6274425134045,6274425134045,6274425134045,6274425134045,
8.200000e-01,6235812186939,6235812186939,6235812186939,43650685308568,6235812186938,6235812186938,6235812186939,6235812186939,
8.300000e-01,6197903460148,6197903460148,6197903460148,43385324221036,6197903460148,6197903460148,6197903460148,6197903460148,
8.400000e-01,6160677804563,6160677804563,6160677804563,43124744631938,6160677804562,6160677804562,6160677804563,6160677804563,
8.500000e-01,6124114949739,6124114949739,6124114949739,42868804648170,6124114949738,6124114949738,6124114949739,6124114949739,
8.600000e-01,6088195457515,6088195457515,6088195457515,42617368202609,6088195457515,6088195457515,6088195457515,6088195457515,
8.700000e-01,6052900678589,6052900678589,6052900678589,42370304750124,6052900678589,6052900678589,6052900678589,6052900678589,
8.800000e-01,6018212711821,6018212711821,6018212711821,42127488982748,6018212711820,6018212711820,6018212711821,6018212711821,
8.900000e-01,5984114366086,5984114366086,5984114366086,41888800562596,5984114366086,5984114366086,5984114366086,5984114366086,
9.000000e-01,5950589124466,5950589124466,5950589124466,41654123871266,5950589124466,5950589124466,5950589124466,5950589124466,
9.100000e-01,5917621110640,5917621110640,5917621110640,41423347774476,5917621110640,5917621110640,5917621110640,5917621110640,
9.200000e-01,5885195057276,5885195057276,5885195057276,41196365400931,5885195057275,5885195057275,5885195057276,5885195057276,
9.300000e-01,5853296276335,5853296276335,5853296276335,40973073934343,5853296276334,5853296276334,5853296276335,5853296276335,
9.400000e-01,5821910631105,5821910631105,5821910631105,40753374417736,5821910631104,5821910631104,5821910631105,5821910631105,
9.500000e-01,5791024509880,5791024509880,5791024509880,40537171569166,5791024509879,5791024509879,5791024509880,5791024509880,
9.600000e-01,5760624801155,5760624801155,5760624801155,40324373608081,5760624801155,5760624801155,5760624801155,5760624801155,
9.700000e-01,5730698870232,5730698870232,5730698870232,40114892091618,5730698870231,5730698870231,5730698870232,5730698870232,
9.800000e-01,5701234537162,5701234537162,5701234537162,39908641760132,5701234537161,5701234537161,5701234537161,5701234537161,
9.900000e-01,5672220055915,5672220055915,5672220055915,39705540391401,5672220055914,5672220055914,5672220055915,5672220055915,
1.000000e+00,5643644094700,5643644094700,5643644094700,39505508662895,5643644094700,5643644094700,5643644094700,5643644094700,
