x,openlibm,matlab,maple,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,mathematica,
0.000000e+00,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,
1.000000e-02,0,0,1,1,1,0,0,0,1,
2.000000e-02,0,0,13,1,1,0,0,0,0,
3.000000e-02,0,0,4,0,0,0,0,0,0,
4.000000e-02,0,0,1,1,1,0,0,0,0,
5.000000e-02,0,0,2,1,1,0,0,0,0,
6.000000e-02,0,0,14,1,1,0,0,0,0,
7.000000e-02,0,0,18,1,1,0,0,0,0,
8.000000e-02,0,0,13,0,0,0,0,0,0,
9.000000e-02,0,1,5,0,0,0,0,0,0,
1.000000e-01,0,0,12,1,1,0,0,0,0,
1.100000e-01,0,0,2,1,1,0,0,0,0,
1.200000e-01,0,0,2,1,1,0,0,0,0,
1.300000e-01,0,0,10,0,0,0,0,0,0,
1.400000e-01,0,0,12,0,0,0,0,0,0,
1.500000e-01,0,0,6,1,1,0,0,0,0,
1.600000e-01,0,0,1,0,0,0,0,0,0,
1.700000e-01,0,0,23,1,1,0,0,0,0,
1.800000e-01,0,1,30,1,1,0,0,0,1,
1.900000e-01,0,0,4,1,1,0,0,0,0,
2.000000e-01,0,0,1,1,1,0,0,0,0,
2.100000e-01,0,0,38,1,1,0,0,0,0,
2.200000e-01,0,0,25,0,0,0,0,0,0,
2.300000e-01,0,0,8,0,0,0,0,0,0,
2.400000e-01,0,0,26,0,0,0,0,0,0,
2.500000e-01,0,0,3,1,1,0,0,0,0,
2.600000e-01,0,0,42,1,1,0,0,0,0,
2.700000e-01,0,0,10,0,0,0,0,0,0,
2.800000e-01,0,0,33,1,1,0,0,0,0,
2.900000e-01,0,0,33,0,0,0,0,0,0,
3.000000e-01,0,0,28,0,0,0,0,0,0,
3.100000e-01,0,0,23,1,1,0,0,0,0,
3.200000e-01,0,0,22,0,0,0,0,0,0,
3.300000e-01,0,0,5,0,0,0,0,0,0,
3.400000e-01,0,0,1,1,1,0,0,0,1,
3.500000e-01,0,0,34,0,0,0,0,0,0,
3.600000e-01,0,0,7,0,0,0,0,0,0,
3.700000e-01,0,1,8,1,1,0,0,0,0,
3.800000e-01,0,0,5,0,0,0,0,0,0,
3.900000e-01,0,1,9,0,0,0,0,0,0,
4.000000e-01,0,0,0,1,1,0,0,0,0,
4.100000e-01,0,0,5,0,0,0,0,0,0,
4.200000e-01,0,1,1,1,1,0,0,0,0,
4.300000e-01,0,0,9,0,0,0,0,0,0,
4.400000e-01,0,0,2,0,0,0,0,0,0,
4.500000e-01,0,0,6,0,0,0,0,0,0,
4.600000e-01,0,0,3,1,1,0,0,0,0,
4.700000e-01,0,0,6,1,1,0,0,0,0,
4.800000e-01,0,0,4,1,1,0,0,0,0,
4.900000e-01,0,0,7,0,0,0,0,0,0,
5.000000e-01,0,0,3,1,1,0,0,0,0,
5.100000e-01,0,0,6,0,0,0,0,0,1,
5.200000e-01,0,0,1,1,1,0,0,0,0,
5.300000e-01,0,0,5,0,0,0,0,0,0,
5.400000e-01,0,0,0,0,0,0,0,0,0,
5.500000e-01,0,0,4,0,0,0,0,0,0,
5.600000e-01,0,0,0,0,0,0,0,0,0,
5.700000e-01,0,0,1,1,1,0,0,0,0,
