x,openlibm,matlab,maple,mpfr64,mpfr128,crlibm,intel-mkl,mathematica,
0.000000e+00,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,not_finite,
1.000000e-02,0,0,0,0,0,0,0,0,
2.000000e-02,0,0,0,1,1,0,0,0,
3.000000e-02,0,0,0,0,0,0,0,0,
4.000000e-02,0,0,0,1,1,0,0,0,
5.000000e-02,0,0,0,0,0,0,0,0,
6.000000e-02,0,0,0,1,1,0,0,0,
7.000000e-02,0,0,0,1,1,0,0,0,
8.000000e-02,0,0,0,0,0,0,0,0,
9.000000e-02,0,0,0,0,0,0,0,0,
1.000000e-01,0,0,0,0,0,0,0,0,
1.100000e-01,0,0,0,0,0,0,0,0,
1.200000e-01,0,0,0,0,0,0,0,0,
1.300000e-01,0,0,1,1,1,0,0,1,
1.400000e-01,0,0,0,0,0,0,0,0,
1.500000e-01,0,0,0,1,1,0,0,0,
1.600000e-01,0,0,0,1,1,0,0,0,
1.700000e-01,0,1,1,0,0,1,1,1,
1.800000e-01,0,0,0,0,0,0,0,0,
1.900000e-01,0,0,0,1,1,0,0,0,
2.000000e-01,0,0,0,1,1,0,0,0,
2.100000e-01,0,0,1,1,1,0,0,1,
2.200000e-01,0,0,0,1,1,0,0,0,
2.300000e-01,0,0,0,1,1,0,0,0,
2.400000e-01,0,0,0,1,1,0,0,0,
2.500000e-01,0,0,0,0,0,0,0,0,
2.600000e-01,0,0,0,0,0,0,0,0,
2.700000e-01,0,0,0,1,1,0,0,0,
2.800000e-01,0,0,1,0,0,0,0,1,
2.900000e-01,0,0,0,1,1,0,0,0,
3.000000e-01,0,0,0,0,0,0,0,0,
3.100000e-01,0,0,0,0,0,0,0,0,
3.200000e-01,0,0,0,1,1,0,0,0,
3.300000e-01,0,0,0,1,1,0,0,0,
3.400000e-01,0,0,0,0,0,0,0,0,
3.500000e-01,0,0,0,0,0,0,0,0,
3.600000e-01,0,0,0,1,1,0,0,0,
3.700000e-01,0,0,0,0,0,0,0,0,
3.800000e-01,0,0,0,1,1,0,0,0,
3.900000e-01,0,0,0,0,0,0,0,0,
4.000000e-01,0,0,0,0,0,0,0,0,
4.100000e-01,0,0,0,0,0,0,0,0,
4.200000e-01,0,0,0,0,0,0,0,0,
4.300000e-01,0,0,0,1,1,0,0,0,
4.400000e-01,0,0,0,0,0,0,0,0,
4.500000e-01,0,0,0,0,0,0,0,0,
4.600000e-01,0,0,0,1,1,0,0,0,
4.700000e-01,0,0,0,0,0,0,0,0,
4.800000e-01,0,0,0,1,1,0,0,0,
4.900000e-01,0,0,1,1,1,0,0,1,
5.000000e-01,0,0,0,0,0,0,0,0,
5.100000e-01,0,0,0,1,1,0,0,0,
5.200000e-01,0,0,1,1,1,1,1,1,
5.300000e-01,0,0,0,0,0,0,0,0,
5.400000e-01,0,0,1,0,0,1,1,1,
5.500000e-01,0,0,0,1,1,0,0,0,
5.600000e-01,0,0,0,1,1,0,0,0,
5.700000e-01,0,0,1,1,1,1,1,1,
5.800000e-01,0,2,1,1,1,1,1,1,
5.900000e-01,0,0,0,1,1,0,0,0,
6.000000e-01,0,0,47181372601818483,1,1,1,1,not_finite,
6.100000e-01,0,0,47229867264827871,1,1,0,0,0,
6.200000e-01,0,0,254430121907124,1,1,1,1,1,
6.300000e-01,0,0,250359064843714,1,1,0,0,0,
6.400000e-01,0,0,246416238128899,1,1,0,0,0,
6.500000e-01,0,0,242595677070985,1,1,1,1,1,
6.600000e-01,0,0,238891781270769,0,0,0,0,0,
6.700000e-01,0,0,235299287227908,1,1,1,1,1,
6.800000e-01,0,1,231813243382598,0,0,0,0,1,
6.900000e-01,0,0,228428987343678,1,1,0,0,0,
7.000000e-01,0,0,225142125082889,0,0,0,0,0,
7.100000e-01,0,0,221948511900059,1,1,0,0,0,
7.200000e-01,0,0,218844234985812,0,0,0,0,0,
7.300000e-01,0,0,215825597427507,1,1,0,0,0,
7.400000e-01,0,0,212889103520990,0,0,0,0,0,
7.500000e-01,0,0,212238691569664,2,2,1,1,1,
7.600000e-01,0,0,414498979862786,0,0,0,0,0,
7.700000e-01,0,0,409080537208804,1,1,0,0,0,
7.800000e-01,0,0,403801931230209,0,0,1,1,1,
7.900000e-01,0,0,398657817555456,1,1,0,0,0,
8.000000e-01,0,0,393643120730384,0,0,0,0,0,
8.100000e-01,0,0,388753017513950,1,1,0,0,1,
8.200000e-01,0,0,383982921403823,0,0,0,0,0,
8.300000e-01,0,0,379328468287501,0,0,0,0,0,
8.400000e-01,0,0,374785503124566,1,1,0,0,0,
8.500000e-01,0,0,370350067574675,1,1,1,1,0,
8.600000e-01,0,0,366018388493788,1,1,0,0,0,
8.700000e-01,0,0,507289352680918,1,1,0,0,0,
8.800000e-01,0,0,715304139288720,1,1,0,0,0,
8.900000e-01,0,0,707221433661191,2,2,1,1,1,
9.000000e-01,0,0,699319352855315,0,0,0,0,0,
9.100000e-01,0,0,691591909060106,1,1,0,0,0,
9.200000e-01,0,0,684033376240124,1,1,1,1,1,
9.300000e-01,0,0,676638275984603,1,1,1,1,1,
9.400000e-01,0,0,1300316559153845,1,1,0,0,0,
9.500000e-01,0,0,1324635238063313,1,1,1,1,0,
9.600000e-01,0,0,1310764457188161,1,1,0,0,1,
9.700000e-01,0,0,1987992780531639,0,0,0,0,1,
9.800000e-01,0,0,2567753009592386,1,1,0,0,1,
9.900000e-01,0,0,4529144622419360,1,1,0,0,1,
1.000000e+00,0,0,4571682300165591795,0,0,0,0,0,
