pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X0P+0,0X1.4P+2,0X1P+0,0X0P+0,0.00100000000000000002081668171172,0X0P+0,0.00000000000000000000000000000000
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1P+1,-0X1P+1,0X1P-1,0X1P-1,0.00000000000000000000000000000000,0X1.6A09E667F3BCDP-3,0.00000000000000000000000000000000
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1P+1,0X0P+0,0X1P+2,0X1P-2,0.00100000000000000002081668171172,0X1P-4,0.00000000000000000000000000000000
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),-0X1P+1,0X1.4P+2,0X1.9P+6,-0X1.47AE147AE147BP-2,0.00100000000000000002081668171172,-0X1P-95,0.00000000000000000000000000000000
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),-0X1P+1,0X1.9P+6,-0X1.9P+6,-0X1.47AE147AE147BP+93,0.00000000000000000000000000000000,0X1P+200,0.00000000000000000000000000000000
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1P+3,0X1P+3,-0X1.999999999999AP-5,-0X1.4P+28,0.00000000000000000000000000000000,0X1.1C0CBEB32BEP+24,0.00100000000000000002081668171172
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),-0X1.E392010175EE6P-74,-0X1.9P+6,0X1.8P+2,INF,0.00100000000000000002081668171172,INF,0.00000000000000000000000000000000
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1.0F0CF064DD592P+73,0X1.8P+1,0X1.8P+2,0X1.9524EBDA2A45FP+216,0.00100000000000000002081668171172,0X1.AF5BF109550F2P-220,0.00100000000000000002081668171172
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1P-1022,0X1.8P+1,0X1.8P+2,0X0P+0,0.00100000000000000002081668171172,INF,0.00000000000000000000000000000000
pow(x,a)/pow(x,b)=pow(x,(a-b))*pow(b,n),0X1.FFFFFFFFFFFFFP+1023,0X1.8P+1,0X1.8P+2,INF,0.00000000000000000000000000000000,0X0P+0,0.00100000000000000002081668171172
