x,newlib,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.50000000000000000000,0,0,0,0,0,0,0,4607182418800017408,
0.49999999999999994449,0,0,0,0,0,0,0,0,
0.50000000000000011102,0,0,0,0,0,0,0,0,
-0.50000000000000000000,0,0,0,0,0,0,0,4607182418800017408,
-0.49999999999999994449,0,0,0,0,0,0,0,0,
-0.50000000000000011102,0,0,0,0,0,0,0,0,
-179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.00000000000000000000,4327959241903046655,4327959241903046655,4327959241903046655,not_finite,0,0,4327959241903046655,4327959241903046655,
179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.00000000000000000000,4327959241903046655,4327959241903046655,4327959241903046655,not_finite,0,0,4327959241903046655,4327959241903046655,
-0.00000000000000000000,0,0,0,0,0,0,0,0,
0.00000000000000000000,0,0,0,0,0,0,0,0,
0.99999999999999900080,0,0,0,0,0,0,0,0,
-0.99999999999999900080,0,0,0,0,0,0,0,0,
