x,y,newlib,openlibm,matlab,maple,mpfr64,mpfr128,mathematica,
1.200000e+01,0.000000e+00,0.000000e+00,0.000000e+00,6.922696e-310,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,
2.225074e-308,0.000000e+00,0.000000e+00,0.000000e+00,6.922696e-310,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.922696e-310,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,
1.797693e+308,0.000000e+00,0.000000e+00,0.000000e+00,6.922696e-310,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,
2.225074e-308,0.000000e+00,0.000000e+00,0.000000e+00,6.922696e-310,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,
