x,y,openlibm,matlab,mpfr64,mpfr128,intel-mkl,mathematica,
-1.00000000000000000000,           -1.000000,0,0,1,1,0,0,
-0.80000000000000004441,           -1.000000,0,0,0,0,0,0,
-0.59999999999999997780,           -1.000000,0,0,1,1,0,0,
-0.39999999999999991118,           -1.000000,0,0,1,1,0,0,
-0.19999999999999995559,           -1.000000,0,0,0,0,0,0,
0.00000000000000000000,           -1.000000,0,0,0,0,0,0,
0.20000000000000017764,           -1.000000,0,0,0,0,0,0,
0.40000000000000013323,           -1.000000,0,0,0,0,0,0,
0.60000000000000008882,           -1.000000,0,0,1,1,0,0,
0.80000000000000004441,           -1.000000,0,0,1,1,0,0,
1.00000000000000000000,           -1.000000,0,0,0,0,0,0,
-1.00000000000000000000,           -0.800000,0,0,0,0,0,9226495575756062281,
-0.80000000000000004441,           -0.800000,0,0,1,1,0,249177910022305,
-0.59999999999999997780,           -0.800000,0,0,1,1,0,319523761120142,
-0.39999999999999991118,           -0.800000,0,1,0,0,0,404994077323343,
-0.19999999999999995559,           -0.800000,0,1,0,0,0,492398691577692,
0.00000000000000000000,           -0.800000,0,0,0,0,0,9227961670196105763,
0.20000000000000017764,           -0.800000,0,0,1,1,0,551642907985934,
0.40000000000000013323,           -0.800000,0,0,0,0,0,492398691577692,
0.60000000000000008882,           -0.800000,0,0,1,1,0,404994077323342,
0.80000000000000004441,           -0.800000,0,0,0,0,0,319523761120142,
1.00000000000000000000,           -0.800000,0,0,1,1,0,249177910022305,
-1.00000000000000000000,           -0.600000,0,0,1,1,0,9224175373410069237,
-0.80000000000000004441,           -0.600000,0,0,1,1,0,9226425229904964444,
-0.59999999999999997780,           -0.600000,0,0,1,1,0,551642907985934,
-0.39999999999999991118,           -0.600000,0,0,1,1,0,764019046012399,
-0.19999999999999995559,           -0.600000,0,0,1,1,0,1044041599563626,
0.00000000000000000000,           -0.600000,0,0,0,0,0,9227189248950976843,
0.20000000000000017764,           -0.600000,0,0,1,1,0,9227064277427204728,
0.40000000000000013323,           -0.600000,0,1,1,1,1,1324064153114853,
0.60000000000000008882,           -0.600000,0,0,1,1,0,1044041599563626,
0.80000000000000004441,           -0.600000,0,0,0,0,0,764019046012399,
1.00000000000000000000,           -0.600000,0,0,0,0,0,551642907985934,
-1.00000000000000000000,           -0.400000,0,0,0,0,0,9223635278655769292,
-0.80000000000000004441,           -0.400000,0,0,0,0,0,9223700033481648058,
-0.59999999999999997780,           -0.400000,0,0,1,1,0,9226300258381192329,
-0.39999999999999991118,           -0.400000,0,0,1,1,0,1021391811188042,
-0.19999999999999995559,           -0.400000,0,0,1,1,0,1449035676886968,
0.00000000000000000000,           -0.400000,0,0,0,0,0,9226300258381192329,
0.20000000000000017764,           -0.400000,0,0,0,0,0,9225700712066520959,
0.40000000000000013323,           -0.400000,0,0,1,1,0,9225700712066520960,
0.60000000000000008882,           -0.400000,0,0,0,0,0,2213054722899367,
0.80000000000000004441,           -0.400000,0,0,1,1,0,1449035676886967,
1.00000000000000000000,           -0.400000,0,0,1,1,0,1021391811188042,
-1.00000000000000000000,           -0.200000,0,0,0,0,0,9222685649323606347,
-0.80000000000000004441,           -0.200000,0,0,0,0,0,9222619922016242474,
-0.59999999999999997780,           -0.200000,0,1,1,1,0,9222668797904413016,
-0.39999999999999991118,           -0.200000,0,0,1,1,0,9226020235827641102,
-0.19999999999999995559,           -0.200000,0,0,1,1,0,1846049619578872,
0.00000000000000000000,           -0.200000,0,0,0,0,0,9225112999292693068,
0.20000000000000017764,           -0.200000,0,0,1,1,0,9223690189715601057,
0.40000000000000013323,           -0.200000,0,0,1,1,0,9223527158551190508,
0.60000000000000008882,           -0.200000,0,1,0,0,0,9223690189715601058,
0.80000000000000004441,           -0.200000,0,0,1,1,0,3400313811398628,
1.00000000000000000000,           -0.200000,0,0,1,1,0,1846049619578871,
-1.00000000000000000000,            0.000000,0,0,1,1,0,9221516636200270606,
-0.80000000000000004441,            0.000000,0,0,1,1,0,9220955149526237672,
-0.59999999999999997780,            0.000000,0,0,1,1,0,9220609399665322572,
-0.39999999999999991118,            0.000000,0,0,1,1,0,9220395104419135218,
-0.19999999999999995559,            0.000000,0,0,1,1,0,9224009713476721200,
0.00000000000000000000,            0.000000,0,0,0,0,0,4609753056924675352,
0.20000000000000017764,            0.000000,0,0,0,0,0,9219506113849350704,
0.40000000000000013323,            0.000000,0,0,0,0,0,9219506113849350704,
0.60000000000000008882,            0.000000,0,0,0,0,0,9219506113849350704,
0.80000000000000004441,            0.000000,0,0,0,0,0,9219506113849350704,
1.00000000000000000000,            0.000000,0,0,0,0,0,not_finite,
-1.00000000000000000000,            0.200000,0,0,1,1,0,9218617123279566190,
-0.80000000000000004441,            0.200000,0,0,0,0,0,9218402828033378836,
-0.59999999999999997780,            0.200000,0,0,0,0,0,9218057078172463735,
-0.39999999999999991118,            0.200000,0,0,1,1,0,9217418030650223450,
-0.19999999999999995559,            0.200000,0,0,1,1,0,9215002514221980203,
0.00000000000000000000,            0.200000,0,0,0,0,0,not_finite,
0.20000000000000017764,            0.200000,0,0,0,0,0,9214113523652195694,
0.40000000000000013323,            0.200000,0,0,0,0,0,9216314744834251583,
0.60000000000000008882,            0.200000,0,0,1,1,0,9216608042495576766,
0.80000000000000004441,            0.200000,0,0,1,1,0,9216314744834251582,
1.00000000000000000000,            0.200000,0,0,0,0,0,9214113523652195689,
-1.00000000000000000000,            0.400000,0,0,0,0,0,4608039408546500008,
-0.80000000000000004441,            0.400000,0,0,0,0,0,9212914431022852956,
