x,y,openlibm,matlab,maple,mpfr64,mpfr128,mathematica,
2.225074e-308,0.000000e+00,0,0,4890886371069617664,0,0,9007199254740992,
0.000000e+00,-2.225074e-308,0,0,4895389970696988160,0,0,4503599627370496,
1.797693e+308,1.797693e+308,0,0,4323478466530417151,0,0,9223372036854775807,
2.225074e-308,2.225074e-308,0,0,4886402302692247167,0,0,4602678819172646911,
