x,y,newlib,openlibm,matlab,mpfr64,mpfr128,intel-mkl,
4.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
5.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
0.00000000000000000000,0.00000000000000000000,1688849860263936,1688849860263936,3096224743817216,1688849860263936,1688849860263936,3096224743817216,
7.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
20.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
35.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
9.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
28.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
95.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
7486176.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,
