x,y,newlib,openlibm,matlab,mpfr64,mpfr128,intel-mkl,
4.00000000000000000000,            0.000000,0,0,0,0,0,0,
5.00000000000000000000,            0.000000,0,0,0,0,0,0,
0.00000000000000000000,            0.000000,2533274790395904,2533274790395904,2251799813685248,2533274790395904,2533274790395904,2251799813685248,
7.00000000000000000000,            0.000000,0,0,0,0,0,0,
20.00000000000000000000,            0.000000,0,0,0,0,0,0,
35.00000000000000000000,            0.000000,0,0,0,0,0,0,
9.00000000000000000000,            0.000000,0,0,0,0,0,0,
28.00000000000000000000,            0.000000,0,0,0,0,0,0,
95.00000000000000000000,            0.000000,0,0,0,0,0,0,
7486176.00000000000000000000,            0.000000,0,0,0,0,0,0,
