sqrt(a)/sqrt(b)=sqrt(a/b),0.,5.,0.,0.
sqrt(a)/sqrt(b)=sqrt(a/b),2.,2.,1.,1.
sqrt(a)/sqrt(b)=sqrt(a/b),2.,1.e-22,1.414213562373095048801688724209698078569671875376948073176679737990732478462107e11,1.414213562373095048801688724209698078569671875376948073176679737990732478462107e11
sqrt(a)/sqrt(b)=sqrt(a/b),1.e-22,9.9999999999999998e23,1.00000000000000001000000000000000015000000000000000250000000000000004375e-23,1.00000000000000001000000000000000015000000000000000250000000000000004375e-23
sqrt(a)/sqrt(b)=sqrt(a/b),1.e-22,1.0000000000000001e-24,9.9999999999999995000000000000000374999999999999968750000000000002734375,9.9999999999999995000000000000000374999999999999968750000000000002734375
sqrt(a)/sqrt(b)=sqrt(a/b),2.,2.2250738585072014e-308,9.4807519081091766908073608599380528577835731366284731451112070063349262706498464e153,9.4807519081091766908073608599380528577835731366284731451112070063349262706498464e153
sqrt(a)/sqrt(b)=sqrt(a/b),2.2250738585072014e-308,1.7976931348623157e308,1.11253692925360076005119362359783870717935080295898629310679142010396713319429791e-308,1.11253692925360076005119362359783870717935080295898629310679142010396713319429791e-308
sqrt(a)/sqrt(b)=sqrt(a/b),1.7976931348623157e308,2.2250738585072014e-308,8.9884656743115789851686972308209907490594826025510368923150498539469832150930281e307,8.9884656743115789851686972308209907490594826025510368923150498539469832150930281e307
sqrt(a)/sqrt(b)=sqrt(a/b),2.2250738585072014e-308,3.,8.6121500577327792711610649466584179249580957847308791993378797259388280616438199e-155,8.6121500577327792711610649466584179249580957847308791993378797259388280616438199e-155
sqrt(a)/sqrt(b)=sqrt(a/b),1.7976931348623157e308,3.,7.741001517595156971855888703101559037938805218324942866925015106603320869743928e153,7.741001517595156971855888703101559037938805218324942866925015106603320869743928e153
