0X0P+0,-INF,0X1P+0
0X1P+0,-0X1.734DEBC5793CP+9,0X1P+0
0X1P+1,-0X1.734DEBC5793CP+9,0X0P+0
0X1.8P+1,-0X1.734DEBC5793CP+9,0X0P+0
0X1P+2,-0X1.734DEBC5793CP+9,0X0P+0
0X1.4P+2,-0X1.734DEBC5793CP+9,0X1P+0
0X1.8P+2,-0X1.734DEBC5793CP+9,0X1P+0
0X1.CP+2,-0X1.734DEBC5793CP+9,0X1P+0
0X1P+3,-0X1.734DEBC5793CP+9,0X1P+0
0X1.2P+3,-0X1.734DEBC5793CP+9,0X0P+0
0X1.4P+3,-0X1.734DEBC5793CP+9,0X0P+0
0X1.6P+3,-0X1.734DEBC5793CP+9,0X0P+0
0X1.8P+3,-0X1.734DEBC5793CP+9,0X0P+0
0X1.AP+3,-0X1.734DEBC5793CP+9,0X0P+0
0X1.CP+3,-0X1.734DEBC5793CP+9,0X0P+0
0X1.EP+3,-0X1.734DEBC5793CP+9,0X1P+0
0X1P+4,-0X1.734DEBC5793CP+9,0X1P+0
0X1.1P+4,-0X1.734DEBC5793CP+9,0X0P+0
0X1.2P+4,-0X1.734DEBC5793CP+9,0X0P+0
0X1.3P+4,-0X1.734DEBC5793CP+9,0X0P+0
0X1.4P+4,-0X1.734DEBC5793CP+9,0X0P+0
0X1.5P+4,-0X1.734DEBC5793CP+9,0X0P+0
0X1.6P+4,-0X1.734DEBC5793CP+9,0X1P+0
0X1.7P+4,-0X1.734DEBC5793CP+9,0X1P+0
0X1.8P+4,-0X1.734DEBC5793CP+9,0X1P+0
0X1.9P+4,-0X1.734DEBC5793CP+9,0X1P+0
0X1.AP+4,-0X1.734DEBC5793CP+9,0X1P+0
0X1.BP+4,-0X1.734DEBC5793CP+9,0X1P+0
0X1.CP+4,-0X1.734DEBC5793CP+9,0X0P+0
0X1.DP+4,-0X1.734DEBC5793CP+9,0X1P+0
0X1.EP+4,-0X1.734DEBC5793CP+9,0X0P+0
0X1.FP+4,-0X1.734DEBC5793CP+9,0X0P+0
0X1P+5,-0X1.734DEBC5793CP+9,0X0P+0
0X1.08P+5,-0X1.734DEBC5793CP+9,0X1P+0
0X1.1P+5,-0X1.734DEBC5793CP+9,0X0P+0
0X1.18P+5,-0X1.734DEBC5793CP+9,0X0P+0
0X1.2P+5,-0X1.734DEBC5793CP+9,0X1P+0
0X1.28P+5,-0X1.734DEBC5793CP+9,0X1P+0
0X1.3P+5,-0X1.734DEBC5793CP+9,0X1P+0
0X1.38P+5,-0X1.734DEBC5793CP+9,0X0P+0
