cos(x/2)=Sqrt[(1+cos(x))/2],0X0P+0,none,0X1P+0,0X1P+0,0X1P+0,0X1P+0
cos(x/2)=Sqrt[(1+cos(x))/2],0X1.921FB54442D18P+0,none,0X1.6A09E667F3BCCP-1,0X1P+2,0X1.6A09E667F3BCCP-1,0X1.8P+2
cos(x/2)=Sqrt[(1+cos(x))/2],0X1.0C152382D7365P+0,none,0X1.BB67AE8584CAAP-1,0X1.8P+1,0X1.BB67AE8584CAAP-1,0X1.8P+1
cos(x/2)=Sqrt[(1+cos(x))/2],0X1.0C152382D7365P-1,none,0X1.EE8DD4748BF14P-1,0X1.8P+1,0X1.EE8DD4748BF14P-1,0X1.8P+1
cos(x/2)=Sqrt[(1+cos(x))/2],0X1.921FB54442D18P-1,none,0X1.D906BCF328D46P-1,0X1.8P+1,0X1.D906BCF328D46P-1,0X1P+1
cos(x/2)=Sqrt[(1+cos(x))/2],0X1.921FB54442D18P-2,none,0X1.F6297CFF75CBP-1,0X1.8P+1,0X1.F6297CFF75CBP-1,0X1.8P+1
cos(x/2)=Sqrt[(1+cos(x))/2],0X1.0C152382D7365P-2,none,0X1.FB9EA92EC689BP-1,0X1.8P+1,0X1.FB9EA92EC689BP-1,0X1.8P+1
cos(x/2)=Sqrt[(1+cos(x))/2],0X1.0F0CF064DD592P+73,none,-0X1.BED2B13ACB986P-1,0X1.8P+2,0X1.BED2B13ACB985P-1,0X1.8P+2
cos(x/2)=Sqrt[(1+cos(x))/2],0X1P-1022,none,0X1.FFFFFFFFFFFFFP-1,0X1P+0,0X1.FFFFFFFFFFFFFP-1,0X1P+0
cos(x/2)=Sqrt[(1+cos(x))/2],0X1.FFFFFFFFFFFFFP+1023,none,0X1.45300B2210EE6P-9,0X1.2P+6,0X1.45300B2210EE6P-9,0X1.3P+5
