-1.000000e+02,3.720076e-44,
-9.800000e+01,2.748785e-43,
-9.600000e+01,2.031093e-42,
-9.400000e+01,1.500786e-41,
-9.200000e+01,1.108939e-40,
-9.000000e+01,8.194013e-40,
-8.800000e+01,6.054602e-39,
-8.600000e+01,4.473779e-38,
-8.400000e+01,3.305701e-37,
-8.200000e+01,2.442601e-36,
-8.000000e+01,1.804851e-35,
-7.800000e+01,1.333615e-34,
-7.600000e+01,9.854155e-34,
-7.400000e+01,7.281290e-33,
-7.200000e+01,5.380186e-32,
-7.000000e+01,3.975450e-31,
-6.800000e+01,2.937482e-30,
-6.600000e+01,2.170522e-29,
-6.400000e+01,1.603811e-28,
-6.200000e+01,1.185065e-27,
-6.000000e+01,8.756511e-27,
-5.800000e+01,6.470235e-26,
-5.600000e+01,4.780893e-25,
-5.400000e+01,3.532629e-24,
-5.200000e+01,2.610279e-23,
-5.000000e+01,1.928750e-22,
-4.800000e+01,1.425164e-21,
-4.600000e+01,1.053062e-20,
-4.400000e+01,7.781132e-20,
-4.200000e+01,5.749522e-19,
-4.000000e+01,4.248354e-18,
-3.800000e+01,3.139133e-17,
-3.600000e+01,2.319523e-16,
-3.400000e+01,1.713908e-15,
-3.200000e+01,1.266417e-14,
-3.000000e+01,9.357623e-14,
-2.800000e+01,6.914400e-13,
-2.600000e+01,5.109089e-12,
-2.400000e+01,3.775135e-11,
-2.200000e+01,2.789468e-10,
-2.000000e+01,2.061154e-09,
-1.800000e+01,1.522998e-08,
-1.600000e+01,1.125352e-07,
-1.400000e+01,8.315287e-07,
-1.200000e+01,6.144212e-06,
-1.000000e+01,4.539993e-05,
-8.000000e+00,3.354626e-04,
-6.000000e+00,2.478752e-03,
-4.000000e+00,1.831564e-02,
-2.000000e+00,1.353353e-01,
0.000000e+00,1.000000e+00,
2.000000e+00,7.389056e+00,
4.000000e+00,5.459815e+01,
6.000000e+00,4.034288e+02,
8.000000e+00,2.980958e+03,
1.000000e+01,2.202647e+04,
1.200000e+01,1.627548e+05,
1.400000e+01,1.202604e+06,
1.600000e+01,8.886111e+06,
1.800000e+01,6.565997e+07,
2.000000e+01,4.851652e+08,
2.200000e+01,3.584913e+09,
2.400000e+01,2.648912e+10,
2.600000e+01,1.957296e+11,
2.800000e+01,1.446257e+12,
3.000000e+01,1.068647e+13,
3.200000e+01,7.896296e+13,
3.400000e+01,5.834617e+14,
3.600000e+01,4.311232e+15,
3.800000e+01,3.185593e+16,
4.000000e+01,2.353853e+17,
4.200000e+01,1.739275e+18,
4.400000e+01,1.285160e+19,
4.600000e+01,9.496119e+19,
4.800000e+01,7.016736e+20,
5.000000e+01,5.184706e+21,
5.200000e+01,3.831008e+22,
5.400000e+01,2.830753e+23,
5.600000e+01,2.091659e+24,
5.800000e+01,1.545539e+25,
6.000000e+01,1.142007e+26,
6.200000e+01,8.438357e+26,
6.400000e+01,6.235149e+27,
6.600000e+01,4.607187e+28,
6.800000e+01,3.404276e+29,
7.000000e+01,2.515439e+30,
7.200000e+01,1.858672e+31,
7.400000e+01,1.373383e+32,
7.600000e+01,1.014800e+33,
7.800000e+01,7.498417e+33,
8.000000e+01,5.540622e+34,
8.200000e+01,4.093997e+35,
8.400000e+01,3.025077e+36,
8.600000e+01,2.235247e+37,
8.800000e+01,1.651636e+38,
9.000000e+01,1.220403e+39,
9.200000e+01,9.017628e+39,
9.400000e+01,6.663176e+40,
9.600000e+01,4.923458e+41,
9.800000e+01,3.637971e+42,
1.000000e+02,2.688117e+43,
