x,newlib,openlibm,matlab,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,mathematica,
0.62000000000000010658,18419342900475,18419342900475,18419342900475,18419342900474,18419342900474,18419342900475,18419342900475,18419342900475,147354743203806,
0.64000000000000012434,18791438309479,18791438309479,18791438309479,18791438309478,18791438309478,18791438309479,18791438309479,18791438309479,150331506475819,
0.66000000000000014211,19171050544360,19171050544360,19171050544360,19171050544360,19171050544360,19171050544360,19171050544360,19171050544360,153368404354871,
0.67999999999999993783,19558331455078,19558331455078,19558331455078,19558331455077,19558331455077,19558331455078,19558331455078,19558331455078,156466651640603,
0.69999999999999995559,9976717979578,9976717979578,9976717979578,9976717979577,9976717979577,9976717979578,9976717979578,9976717979578,138635861533138,
0.71999999999999997335,10178261051834,10178261051834,10178261051834,10178261051834,10178261051834,10178261051834,10178261051834,10178261051834,81426088414675,
0.73999999999999999112,10383875564224,10383875564224,10383875564224,10383875564224,10383875564224,10383875564224,10383875564224,10383875564224,83071004513788,
0.76000000000000000888,10593643765292,10593643765292,10593643765292,10593643765292,10593643765292,10593643765292,10593643765292,10593643765292,84749150122336,
0.78000000000000002665,10807649565117,10807649565117,10807649565117,10807649565117,10807649565117,10807649565117,10807649565117,10807649565117,86461196520936,
0.80000000000000004441,11025978568872,11025978568872,11025978568872,11025978568871,11025978568871,11025978568872,11025978568872,11025978568872,88207828550976,
0.82000000000000006217,11248718111070,11248718111070,11248718111070,11248718111069,11248718111069,11248718111070,11248718111070,11248718111070,89989744888555,
0.84000000000000007994,11475957290496,11475957290496,11475957290496,11475957290495,11475957290495,11475957290496,11475957290496,11475957290496,91807658323971,
0.86000000000000009770,11707787005854,11707787005854,11707787005854,11707787005854,11707787005854,11707787005854,11707787005854,11707787005854,93662296046833,
0.88000000000000011546,11944299992121,11944299992121,11944299992121,11944299992120,11944299992120,11944299992121,11944299992121,11944299992121,95554399936961,
0.90000000000000013323,12185590857642,12185590857642,12185590857642,12185590857642,12185590857642,12185590857642,12185590857642,12185590857642,97484726861141,
0.91999999999999992895,12431756121986,12431756121986,12431756121986,12431756121985,12431756121985,12431756121986,12431756121986,12431756121986,99454048975876,
0.93999999999999994671,12682894254534,12682894254534,12682894254534,12682894254534,12682894254534,12682894254534,12682894254534,12682894254534,101463154036278,
0.95999999999999996447,12939105713894,12939105713894,12939105713894,12939105713893,12939105713893,12939105713894,12939105713894,12939105713894,103512845711152,
0.97999999999999998224,13200492988063,13200492988063,13200492988064,13200492988063,13200492988063,13200492988063,13200492988063,13200492988063,105603943904499,
1.00000000000000000000,13467160635435,13467160635435,13467160635436,13467160635435,13467160635435,13467160635435,13467160635435,13467160635435,107737285083481,
