x,newlib,openlibm,matlab,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,mathematica,
-100.00000000000000000000,1,1,1,2,2,1,1,1,1,
-98.00000000000000000000,0,0,0,0,0,0,0,0,0,
-96.00000000000000000000,0,0,0,1,1,0,0,0,0,
-94.00000000000000000000,1,1,1,1,1,1,1,1,1,
-92.00000000000000000000,1,1,1,0,0,1,1,1,1,
-90.00000000000000000000,1,1,1,1,1,1,1,1,1,
-88.00000000000000000000,1,1,1,1,1,1,1,1,1,
-86.00000000000000000000,0,0,0,0,0,0,0,0,0,
-84.00000000000000000000,0,0,0,1,1,0,0,0,0,
-82.00000000000000000000,0,0,0,1,1,0,0,0,0,
-80.00000000000000000000,1,1,2,2,2,1,1,1,1,
-78.00000000000000000000,0,0,0,1,1,0,0,0,0,
-76.00000000000000000000,0,0,0,0,0,0,0,0,0,
-74.00000000000000000000,0,0,0,0,0,0,0,0,0,
-72.00000000000000000000,0,0,0,0,0,0,0,0,0,
-70.00000000000000000000,1,1,1,0,0,1,1,1,1,
-68.00000000000000000000,2,2,2,2,2,2,2,2,2,
-66.00000000000000000000,2,2,2,1,1,2,2,2,2,
-64.00000000000000000000,0,0,0,1,1,0,0,0,0,
-62.00000000000000000000,0,0,0,0,0,0,0,0,0,
-60.00000000000000000000,1,1,1,1,1,1,1,1,1,
-58.00000000000000000000,0,0,0,0,0,0,0,0,0,
-56.00000000000000000000,0,0,0,0,0,0,0,0,0,
-54.00000000000000000000,0,0,0,1,1,0,0,0,0,
-52.00000000000000000000,0,0,0,0,0,0,0,0,0,
-50.00000000000000000000,1,1,1,0,0,1,1,1,1,
-48.00000000000000000000,1,1,1,2,2,1,1,1,1,
-46.00000000000000000000,1,1,1,1,1,1,1,1,1,
-44.00000000000000000000,0,0,0,1,1,0,0,0,0,
-42.00000000000000000000,0,0,0,1,1,0,0,0,0,
-40.00000000000000000000,0,0,0,0,0,0,0,0,0,
-38.00000000000000000000,0,0,0,0,0,0,0,0,0,
-36.00000000000000000000,0,0,0,1,1,0,0,0,0,
-34.00000000000000000000,0,0,0,1,1,0,0,0,0,
-32.00000000000000000000,1,1,1,1,1,1,1,1,1,
-30.00000000000000000000,1,1,1,2,2,1,1,1,1,
-28.00000000000000000000,1,1,1,0,0,1,1,1,1,
-26.00000000000000000000,1,1,1,0,0,1,1,1,1,
-24.00000000000000000000,1,1,1,1,1,1,1,1,1,
-22.00000000000000000000,1,1,1,1,1,1,1,1,1,
-20.00000000000000000000,0,0,0,1,1,0,0,0,0,
-18.00000000000000000000,0,0,0,1,1,0,0,0,0,
-16.00000000000000000000,2,2,2,1,1,2,2,2,2,
-14.00000000000000000000,1,1,1,1,1,1,1,1,1,
-12.00000000000000000000,2,2,2,1,1,2,2,2,2,
-10.00000000000000000000,2,2,1,1,1,2,2,2,2,
-8.00000000000000000000,1,1,1,2,2,1,1,1,1,
-6.00000000000000000000,0,0,0,1,1,0,0,0,0,
-4.00000000000000000000,0,0,0,0,0,0,0,0,0,
-2.00000000000000000000,0,0,0,1,1,0,0,0,0,
0.00000000000000000000,0,0,0,0,0,0,0,0,0,
2.00000000000000000000,0,0,0,1,1,0,0,0,0,
