x,newlib,openlibm,matlab,maple,mpfr64,mpfr128,crlibm,intel-mkl,mathematica,
-1.000000e+00,1,1,1,6,1,1,1,1,1,
-9.800000e-01,1,1,1,7,0,0,1,1,1,
-9.600000e-01,0,0,0,11,0,0,0,0,0,
-9.400000e-01,1,1,0,4,0,0,1,0,1,
-9.200000e-01,1,1,1,3,0,0,1,1,1,
-9.000000e-01,1,1,1,3,1,1,1,1,1,
-8.800000e-01,1,1,1,17,0,0,1,1,1,
-8.600000e-01,2,2,2,11,1,1,2,2,2,
-8.400000e-01,2,2,1,13,1,1,2,2,2,
-8.200000e-01,3,3,3,16,2,2,3,3,3,
-8.000000e-01,2,2,2,18,2,2,2,2,2,
-7.800000e-01,0,0,0,4,0,0,0,0,0,
-7.600000e-01,2,2,2,1,1,1,2,2,2,
-7.400000e-01,1,1,1,9,1,1,1,2,1,
-7.200000e-01,1,1,1,14,1,1,1,2,1,
-7.000000e-01,0,0,1,1,0,0,0,1,0,
-6.800000e-01,2,2,2,14,2,2,2,2,2,
-6.600000e-01,2,2,2,12,2,2,2,2,2,
-6.400000e-01,1,1,1,5,0,0,1,1,1,
-6.200000e-01,3,3,3,16,2,2,3,3,3,
-6.000000e-01,0,0,0,2,0,0,0,0,0,
-5.800000e-01,2,2,2,16,1,1,2,2,2,
-5.600000e-01,3,3,3,17,3,3,3,3,3,
-5.400000e-01,2,2,2,17,1,1,2,2,2,
-5.200000e-01,0,0,0,2,1,1,0,0,0,
-5.000000e-01,2,2,2,11,1,1,2,2,2,
-4.800000e-01,2,2,2,9,2,2,2,2,2,
-4.600000e-01,2,2,2,18,2,2,2,2,2,
-4.400000e-01,0,0,0,0,0,0,0,0,0,
-4.200000e-01,1,1,1,5,1,1,1,1,1,
-4.000000e-01,1,1,1,20,1,1,1,1,1,
-3.800000e-01,4,4,4,29,3,3,4,4,4,
-3.600000e-01,4,4,4,26,3,3,4,4,4,
-3.400000e-01,4,4,4,33,4,4,4,4,4,
-3.200000e-01,3,3,3,27,3,3,3,3,3,
-3.000000e-01,3,3,3,16,2,2,3,3,3,
-2.800000e-01,2,2,2,19,1,1,2,2,2,
-2.600000e-01,4,4,4,21,3,3,4,4,4,
-2.400000e-01,0,0,0,1,0,0,0,0,0,
-2.200000e-01,1,1,1,3,1,1,1,1,1,
-2.000000e-01,4,4,4,29,3,3,4,4,4,
-1.800000e-01,1,1,1,19,0,0,1,1,1,
-1.600000e-01,6,6,6,27,5,5,6,6,6,
-1.400000e-01,2,2,2,9,1,1,2,2,2,
-1.200000e-01,3,3,3,19,2,2,3,3,3,
-1.000000e-01,4,4,4,24,4,4,4,4,4,
-8.000000e-02,3,3,3,22,2,2,3,3,3,
-6.000000e-02,1,1,1,21,1,1,1,1,1,
-4.000000e-02,5,5,5,20,5,5,5,5,5,
-2.000000e-02,5,5,5,27,4,4,5,5,5,
0.000000e+00,4,4,4,26,4,4,4,4,4,
2.000000e-02,3,3,3,25,2,2,3,3,3,
4.000000e-02,2,2,2,32,2,2,2,2,2,
6.000000e-02,6,6,6,31,5,5,6,6,6,
8.000000e-02,3,3,3,31,3,3,3,3,3,
1.000000e-01,4,4,4,27,3,3,4,4,4,
1.200000e-01,4,4,4,34,4,4,4,4,4,
1.400000e-01,0,0,0,3,0,0,0,0,0,
1.600000e-01,2,2,2,25,2,2,2,2,2,
1.800000e-01,6,6,6,35,5,5,6,6,6,
2.000000e-01,0,0,0,not_finite,1,1,0,0,not_finite,
2.200000e-01,0,0,0,10,0,0,0,0,0,
2.400000e-01,2,2,2,13,2,2,2,2,2,
2.600000e-01,3,3,3,32,2,2,3,3,3,
2.800000e-01,5,5,5,34,5,5,5,5,5,
3.000000e-01,4,4,4,36,4,4,4,4,4,
3.200000e-01,4,4,4,25,3,3,4,4,4,
3.400000e-01,4,4,4,18,3,3,4,4,4,
3.600000e-01,2,2,2,27,2,2,2,2,2,
3.800000e-01,3,3,3,23,3,3,3,3,3,
4.000000e-01,6,6,6,32,5,5,6,6,6,
4.200000e-01,1,1,1,2,0,0,1,1,1,
4.400000e-01,1,1,1,14,1,1,1,1,1,
4.600000e-01,2,2,2,17,2,2,2,2,2,
4.800000e-01,3,3,3,35,3,3,3,3,3,
5.000000e-01,4,4,4,31,3,3,4,3,4,
5.200000e-01,2,2,2,9,1,1,2,2,2,
5.400000e-01,3,3,3,18,2,2,3,3,3,
5.600000e-01,0,0,0,3,0,0,0,0,0,
5.800000e-01,0,0,0,4,1,1,0,0,0,
6.000000e-01,0,0,0,1,0,0,0,0,0,
6.200000e-01,1,1,1,6,1,1,1,1,1,
6.400000e-01,1,1,1,3,1,1,1,1,2,
6.600000e-01,1,1,1,6,1,1,1,1,1,
6.800000e-01,2,2,2,1,1,1,2,2,2,
7.000000e-01,1,1,1,4,1,1,1,1,1,
7.200000e-01,2,2,2,4,1,1,2,1,2,
7.400000e-01,2,2,2,5,2,2,2,2,2,
7.600000e-01,1,1,1,0,1,1,1,1,1,
7.800000e-01,2,2,2,1,2,2,2,2,2,
8.000000e-01,0,0,0,2,0,0,0,0,1,
8.200000e-01,1,1,1,7,0,0,1,1,1,
8.400000e-01,0,0,0,5,0,0,0,0,0,
8.600000e-01,1,1,1,5,1,1,1,1,1,
8.800000e-01,1,1,1,4,0,0,1,1,1,
9.000000e-01,2,2,2,1,1,1,2,2,2,
9.200000e-01,2,2,2,12,2,2,2,2,2,
9.400000e-01,2,2,2,17,2,2,2,2,2,
9.600000e-01,2,2,2,16,1,1,2,2,2,
9.800000e-01,3,3,3,22,2,2,3,3,3,
1.000000e+00,0,0,0,0,0,0,0,0,0,
